eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
200903270005,2009,3,27,0,153,Pakistan,6,South Asia,Jamrud,34.002579,71.382477,"03/27/2009: On Friday, near Jamrud, FATA, Pakistan, a suicide bomber detonated his explosives inside a mosque. At least 57 people were killed and 158 injured. Eighteen police officers and four paramilitary soldiers were killed in the blast. No motive was reported and government officials suspect Tehrik-e-Taliban Pakistan to be behind the attack.",1,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Worshipers at a mosque,153,Pakistan,1,6,Explosives,A suicide improvised explosive device was used in the attack.,57,158
200903280009,2009,3,28,0,92,India,6,South Asia,Maibang,25.305081,93.126637,"03/28/2009: On Saturday, unidentified militants shot and killed the mother of a Black Widows militant, Laibala Langthasa, in the Vidingpur Dimasa Basti area of North Cachar Hills, Assam, India. Another person, Mampi Langthasa, was wounded in the attack. No group has claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,84,Political Party Member/Rally,"Laibala Langthasa, the mother of a Black Widow militant,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
200903300021,2009,3,30,0,92,India,6,South Asia,Ukhrul district,25.095386,94.361652,"03/30/2009: On Monday evening, around 1930,  three suspected National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) cadres shot and killed a civilian, Kathing Jagoi, Chairman of the Ukhrul Autonomous District Council, at Rayotang in Ukhrul, Manipur, India. The NSCN-IM militants involved in the killing are reportedly also linked to the armed group, the Manipur Naga Revolutionary Front. No group claimed responsibility for the attack.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)","Kathing Jagoi, Chairman",92,India,3,5,Firearms,Unknown firearms were used in the attack.,1,0
200904020020,2009,4,2,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"04/02/2009: On Thursday, two unidentified militants shot and killed a local of the Pakistan Peoples Party,  Shamsul Hassan alias Shams Bihari, outside his residence in Marine Drive Apartment in Karachi, Sindh, Pakistan. No group has claimed responsibility.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"A local of the Pakistan Peoples Party,  Shamsul Hassan alias Shams Bihari,",153,Pakistan,2,5,Firearms,Unknown firearms were used in the attack.,1,0
200904030010,2009,4,3,0,92,India,6,South Asia,Imphal,24.798346,93.94043,"04/03/2009: On Friday evening at 1900, in Pourabi Nunggoi, Imphal, Manipur, India, militants shot and killed Salam Joy, of the militant wing of the Kangleipak Communist Party (KCP) for working against the interests of the party. The KCP admitted responsibility for the attack, claiming that Joy was given capital punishment to discourage other party cadres from following his footsteps.",0,2,Armed Assault,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Former Member of the Armed Wing: Salam Joy,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200904040020,2009,4,4,0,153,Pakistan,6,South Asia,Islamabad,33.671638,73.056068,"04/04/2009: On Saturday evening at approximately 1940, in Islamabad, Pakistan, a suicide bomber detonated an improvised explosive device targeting a military camp, killing eight soldiers, one civilian, wounding seven civilians, five soldiers, and damaging the military camp. No group claimed responsibility for the attack.",1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,A military camp,153,Pakistan,1,6,Explosives,An improvised explosive device was used in the attack.,10,12
200904090003,2009,4,9,0,92,India,6,South Asia,Majhauli,24.166629,84.134279,"04/09/2009: On Thursday, in Majholi village, Palamau, India, one civilian and four Security Force (SF) Personnel were injured when a bomb exploded as it was being defused. No damages were reported and no group claimed responsibility.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Four Security Force (SF) personnel were injured in the explosion.,92,India,-99,6,Explosives,A bomb was used in the attack.,1,4
200904100010,2009,4,10,0,92,India,6,South Asia,Maibang,25.304698,93.12666,"04/10/2009: On Friday, between Haflong and Maibong, near Wadrengdisha, in North Cachar Hills, Assam, India, assailants fired upon the Badarpur-Lumding Barak Valley Express passenger train, killing one paramilitary member, wounding 14 civilians, and damaging the train.  No group claimed responsibility, but authorities believed the Dima Halim Daogah-Jewel Garlossa (DHD-J) was responsible.",0,2,Armed Assault,19,Transportation,100,Train/Train Tracks/Trolley,A passenger train,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,14
200904130012,2009,4,13,0,45,Colombia,3,South America,Piendamo,2.63874,-76.52915,"04/13/2009: On Monday night at about 0200, in Piendamo, Cauca, Colombia, in the village of Tunia, an improvised explosive device placed on the Pan American Highway exploded, injuring one civilian, one child, and damaging the road.  No group claimed responsibility, although it was reported that the Revolutionary Armed Forces of Colombia (FARC) was responsible.",0,3,Bombing/Explosion,19,Transportation,104,Highway/Road/Toll/Traffic Signal,The IED was placed and exploded on the Pan American Highway.,45,Colombia,-99,6,Explosives,An improvised explosive device was used in the attack.,2,0
200904140013,2009,4,14,0,92,India,6,South Asia,Ukhrul district,25.095386,94.361652,"04/14/2009: On Tuesday, in Ukhrul, Manipur, India, one soldier was killed and six others wounded when they were ambushed by the United National Liberation Front (UNLF) militants on a road connecting the Leishang and Kongkan villages. The militants belonged to the UNLF's Manipur People's Army (MPA).",0,9,Unknown,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,92,India,-99,13,Unknown,Unknown weapons were used in the attack.,1,6
200904150017,2009,4,15,0,92,India,6,South Asia,Gaya,24.781467,84.986412,"04/15/2009: On Wednesday, in Gaya, Bihar, India, Communist Party of India- Maoist (CPI-M) rebels attacked election polls, killing three security staff. No damages were reported.",0,9,Unknown,2,Government (General),19,Election-related,Government polling booths were targeted in Gaya.,92,India,-99,13,Unknown,Unknown weapons were used in the attack.,8,0
200904150018,2009,4,15,0,92,India,6,South Asia,Rhotas,25.068355,84.013843,"04/15/2009: On Wednesday night between 0140 and 0700, in Dhansa Valley, Rhotas, Bihar, India, about 200 Communist Party of India- Maoist (CPI-M) rebels armed with automatic guns and rocket launchers attacked a Border Security Force (BSF) encampment, injuring one officer.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,A Border Security Force encampment,92,India,200,5,Firearms,Automatic firearms and an unknown number of rocket launchers were used in the attack.,11,1
200904150022,2009,4,15,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.083988,45.395178,"04/15/2009: On Wednesday evening, in Mogadishu, Banaadir, Somalia, unknown gunmen killed Somali MP Sheikh Abdul Rahim Issa Addow, in a drive-by shooting. According to witness reports, gunmen in an unknown vehicle shot the lawmaker and former Islamic Courts Union (ICU) militant commander, in the northern Huriwa District. No group claimed responsibility.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)","Somali MP, Abdul Rahim Issa Addow,",182,Somalia,3,5,Firearms,Unknown firearms were used in the attack.,1,0
200904160004,2009,4,16,0,92,India,6,South Asia,Singhpur,24.795821,85.00252,"04/16/2009: On Thursday, in Singhpur village, in Gaya, Bihar, India, over a dozen Communist Party of India- Maoist (CPI-Maoist) militants opened fire on a polling station, killing a policeman, a home guard, and injuring another security personnel. No damages were reported in the attack.",0,2,Armed Assault,2,Government (General),19,Election-related,A polling station,92,India,12,5,Firearms,Unknown firearms were used in the attack.,2,1
200904160012,2009,4,16,0,92,India,6,South Asia,Rajnandgaon,21.097542,81.037781,"04/16/2009: On Thursday, in Phulwera village, Raj Nandgaon, Chhattisgarh, India, assailants detonated a landmine improvised explosive device on a vehicle carrying election officials, killing five election officials and wounding two others and damaging the vehicle.The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",0,3,Bombing/Explosion,2,Government (General),19,Election-related,Election officials,92,India,-99,6,Explosives,A landmine improvised explosive device was used in the attack.,5,2
200904160037,2009,4,16,0,92,India,6,South Asia,Gaya,24.781467,84.986412,"04/16/2009: On Thursday, in Gaya, Bihar, India, assailants fired upon and killed two police officers. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,The police officers were the targets in the attack.,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,2,0
200904190025,2009,4,19,0,153,Pakistan,6,South Asia,Orakzai district,33.697271,71.144852,"04/19/2009: On Sunday night, Taliban militants blew up a house  to punish a girl and a boy in an honor-related case, killing two women and injuring another, in the Kalaya area of Orakzai, Federally Administered Tribal Areas, Pakistan. The boy had fled the area leaving behind the girl with his parents after the Taliban got involved in the case.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,153,Pakistan,-99,6,Explosives,Unknown explosives were used in the attack.,2,1
200904220013,2009,4,22,0,92,India,6,South Asia,Gaya,24.781467,84.986412,"04/22/2009: On Wednesday, assailants attacked vehicles on main GT road; fired upon and killed one truck driver; then set fire to vehicles, damaging three oil tankers and five trucks.  No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,14,Private Citizens & Property,73,Vehicles/Transportation,A driver and several trucks,92,India,-99,5,Firearms,Unknown firearms and an unknown incendiary device was used in the attack.,1,0
200905050014,2009,5,5,0,92,India,6,South Asia,Rajnandgaon,21.097542,81.037781,"05/05/2009: On Tuesday, in Rajnandgaon, Chhattisgarh, India, about 130 kilometres west of the state capital Raipur, suspected Communist Party of India-Maoist (CPI-Maoist) rebels shot and killed a senior leader of the Baharatiya Janata Party (BJP). It is unknown if the attack caused any damage.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"Darbar Singh Mandawi, a Baharatiya Janata Party leader",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200905080001,2009,5,8,0,92,India,6,South Asia,Bagnan,22.466667,87.966667,"05/08/2009: On Friday, in Bagnan, Howrah, West Bengal, India, a bomb exploded, killing one civilian and one child. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,92,India,-99,6,Explosives,Unknown explosives were used in the attack.,2,0
200905080008,2009,5,8,0,153,Pakistan,6,South Asia,Darra Adam Khel,33.68745,71.516037,"05/08/2009: On Friday, in the Jangal Khel area near Darra Adam Khel, North West Frontier, Pakistan, unidentified militants fired a rocket into a refugee camp, killing four civilians and wounding three others. No damage or motive were reported and no group has claimed responsibility for the attack.",0,3,Bombing/Explosion,14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),A refugee camp,153,Pakistan,-99,6,Explosives,One rocket was used in the attack.,4,3
200905110012,2009,5,11,0,92,India,6,South Asia,Risgaon,20.128981,82.095919,"05/11/2009: On Monday, at Risgaon village in Dhamtari, Chhattisgarh, India, assailants killed twelve policemen and a civilian and wounding seven others in a landmine blast targeted a police vehicle carrying jawans. No damage or motive were reported and no group claimed responsibility, although it was believed Maoists were responsible.",0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),A police vehicle,153,Pakistan,-99,6,Explosives,A landmine was used in the attack.,13,7
200905110016,2009,5,11,0,92,India,6,South Asia,Dhamtari,20.71,81.55,"05/11/2009: On Monday, in Dhamatari, Chhattisgarth, India, assailants killed 12 policemen from the Kanker District Force and one civilian driver in an ambush. The Communist Party of India-Maoist (CPI-Maoist) was responsible for the attack.",0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),The target was a police patrol.,92,India,-99,5,Firearms,Unknown weapons were used in the attack.,13,0
200905110031,2009,5,11,0,92,India,6,South Asia,Dhamtari,20.71,81.55,"05/11/2009: On Monday, two policemen were killed and five others injured when they struck a landmine in Dhamtari, Chhattisgarh, India. No group claimed responsibility.",0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),A police vehicle was the target.,92,India,-99,6,Explosives,A landmine was used in the attack.,12,5
200905130027,2009,5,13,0,92,India,6,South Asia,Gunjung,25.31935,93.011871,"05/13/2009: On Wednesday, one Assam Rifles soldier,  Kamal Dogra.  was shot and killed by Black Widow (BW) militants during an ambush in Gunjung, North Cachar Hills, Assam, India.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldier: Kamal Dogra,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200905210014,2009,5,21,0,92,India,6,South Asia,Gadchiroli district,20.181843,80.006844,"05/21/2009: On Thursday, 16 police officers were killed in an armed assault by assailants that took place in Tawitola, Gadchiroli, Maharashtra, India. The deceased were identified as Shafi Bhaktdas Shettiwar, havildars Suresh Kirange and Hemraj Tembhurne, nayak Kashinath Rohankar, constables Damodar Naitam, Sadanand Madavi, Santosh Durge, Vilas Mandale, Manik Usendi and woman constables Shobha Tade, Gendkumar Fardia, Shakuntala Aalam, Alka Gawde and Sunita Kallo. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),A police patrol,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,16,0
200905220003,2009,5,22,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"05/22/2009: On Friday, at Tasveer Mahal Cinema on Cinema Road near Kabuli market in Peshawar, North West Frontier Province, Pakistan, seven people were killed and wounded 80 others when a car bomb exploded. The cinema house, nearby buildings and a number of vehicles were damaged in the explosion. No motive was reported and no group has claimed responsibility.",0,3,Bombing/Explosion,1,Business,11,Entertainment/Cultural/Stadium/Casino,A cinema house,153,Pakistan,-99,6,Explosives,A vehicle-borne improvised explosive device was used in the attack.,7,80
200905260020,2009,5,26,1,4,Afghanistan,6,South Asia,Sheikhabad,34.082771,68.761701,"05/26/2009: On Tuesday, in the Salar area, in Sheykhabad, Vardak, Afghanistan, armed assailants kidnapped Mohammad Yahya Atar Mowlaye, a provincial political candidate.  On 06/04/2009, in the Haft Asyab area, in Vardak, Afghanistan, the body of the kidnap victim was found; he was beaten to death. No group claimed responsibility. No groups claimed responsibility for the attack but it was believed the Taliban was responsible.",0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,84,Political Party Member/Rally,"The target of the attack was Yeiya Mulaye Azhar, a political provincial candidate.",4,Afghanistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200905280019,2009,5,28,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"05/28/2009: On Thursday, in Peshawar, North West Frontier, Pakistan, assailants detonated an improvised explosive device in a market, killing one, injuring 20 civilians, and damaging many shops.  No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,153,Pakistan,-99,6,Explosives,An improvised explosive device was used in the attack.,1,20
200905280022,2009,5,28,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"05/28/2009: On Thursday evening at 1830, in Peshawar, North West Frontier, Pakistan, at the Kabari Bazaar, assailants detonated a vehicle-borne improvised explosive device (VBIED).  Two minutes later and a few steps away at the Qissa Khawani Bazaar, assailants detonated a second VBIED.  When the police arrived at the scene, armed assailants, taking shelter on a rooftop and inside a hotel, began firing at the police and public in general.  Authorities reported that the attacks killed five civilians, injured over 70 civilians and children, destroyed tons of vehicles, and damaged the markets. Taliban was held responsible, two militants were killed and two arrested by security forces.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,153,Pakistan,-99,6,Explosives,An vehicle-borne improvised explosive device and unknown firearms were used in the attack.,7,70
200905290015,2009,5,29,1,45,Colombia,3,South America,Garzon,2.19673,-75.62909,"05/29/2009: On Friday afternoon at about 1709, the Column Teofilo Forero of the Revolutionary Armed Forces of Colombia (FARC), enter the city hall of the city of Garzon, department of Huila, Colombia. Killing two bodyguards, one police officer, two soldiers, injuring three soldiers and kidnapping councilman, Armando Acuna, the status of the councilman remains unknown. FARC claimed responsibility for the attacks.",0,6,Hostage Taking (Kidnapping),2,Government (General),21,Government Building/Facility/Office,City Hall council members,45,Colombia,-99,5,Firearms,Unknown firearms were used in the attack.,4,3
200905290022,2009,5,29,0,92,India,6,South Asia,Phoiding,25.128941,93.097717,"05/29/2009: On Friday, in Phoiding village, North Cachar Hills District, Assam, India, two huts were set on fire by unidentified militants during an attack on the village. A woman was killed and another was injured during the attack. No group claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,76,House/Apartment/Residence,The targets were two huts.,92,India,-99,8,Incendiary,An unknown incendiary device was used in the attack. Unknown firearms were used in the attack.,1,1
200906010003,2009,6,1,0,92,India,6,South Asia,Semkhor,25.262852,93.302322,"06/01/2009: On Monday evening, in Semkhor village, in North Cachar Hills, Assam, India, unidentified militants shot dead four children and a 25 year-old woman from the Dimasa tribe. Three others were injured in the incident. The deceased were identified as Karong Thonglo, Lambo Langthasa, Warsi Thonglo, Depola Langthasa, and Senring Langthasa. It is unknown if the attack caused any property damage. No group claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,5,3
200906030005,2009,6,3,0,92,India,6,South Asia,Boro Chenam,25.270327,92.906448,"06/03/2009: On Wednesday, in Boro Chamon village, Haflong District, North Cachar Hills, India, Dima Halam Daogah-Jewel (DHD-J) militants attacked and set fire to the village, killing five tribal members, injuring ten civilians, and damaging the village.",0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Tribal members of Boro Chamon village,92,India,-99,8,Incendiary,Unknown firearms were used in the attack.,5,10
200906030006,2009,6,3,0,92,India,6,South Asia,Boro Chenam,25.270327,92.906448,"06/03/2009: On Wednesday morning around 0500, in the Boro Chenam and Kampai villages, in Haflong, North Cachar Hills, India, militants opened fire killing five civilians, wounding one child, and setting ablaze 54 houses. No group claimed responsibility, but the Black Widows are suspected to be responsible.",0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,74,Marketplace/Plaza/Square,"The Boro Chenam and Kampai villages, in Haflong, North Cachar Hills,",92,India,-99,8,Incendiary,An unknown incendiary device and unknown firearms were used in the attack.,5,1
200906050003,2009,6,5,0,92,India,6,South Asia,Harichandpur,21.33894,85.788664,"06/05/2009: On Friday, in Keonjhar, Orissa, India, Communist Party of India-Maoist cadres killed a contractor, Tukuna Sahu, for being a police informer. Sahu's body was found near a pond in Harichandanpur village. No damages were reported in the attack. The Maoists left a handwritten note near his body saying they had been looking for Sahu for a long time as �he was a police informer�.",0,9,Unknown,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"A contractor, identified as Tukuna Sahu,",92,India,-99,13,Unknown,Unknown weapons were used in the attack.,1,0
200906080005,2009,6,8,0,92,India,6,South Asia,Dhanora,21.144714,81.322453,"06/08/2009: On Monday morning, in Dhanora, Narayanpur District, Chhattisgarh, India, a constable of the Chhattisgarh Armed Force (CAF), Santosh Verma, was killed when suspected Communist Party of India-Maoist cadres opened indiscriminate fire at the camp. No group claimed responsibility.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,The target was a constable.,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200906090006,2009,6,9,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"06/09/2009: On Tuesday, in Karachi, Pakistan, four assailants on two motorbikes approached a vehicle where two political activists of the Mohajir Qaumi Movement-Haqiqi (MQM-H) were sitting in. The assailants opened fire on the two activists in the car. A Kalashnikov and TT pistols were used in the attack. The victims were identified as Tariq and Wahid. The car was outside Tariq�s house at Gulshan-e-Iqbal near Aladdin Park. No other injuries or casualties were reported. No group claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,84,Political Party Member/Rally,Two political activists of the Mohajir Qaumi Movement-Haqiqi,153,Pakistan,4,5,Firearms,A Kalashnikov and TT pistols were used in the attack,2,0
200906090007,2009,6,9,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"06/09/2009: On Tuesday night, near the Al-Azam Square in Karachi, Sindh, Pakistan, assailants on motorcycles gunned down and killed Ali Abbas, a bank employee and political activist of the Mohajir Qaumi Movement-Haqiqi. The incident took place while Abbas was playing carrom board at a shop. No group claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,84,Political Party Member/Rally,"Ali Abbas, a political activist of the Mohajir Qaumi Movement-Haqiqi,",153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200906090025,2009,6,9,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"06/09/2009: On Tuesday night, in Peshawar, Pakistan, at the Pearl Continental Hotel, three armed assailants drove a double-cabin pick-up truck into the hotel, exploding on impact. The suicide truck contained 1,100 pounds of explosives. At least sixteen civilians, including two UN workers from Serbia and the Philippines were killed. At least 57 people were wounded in the attack, including three UN workers who were of Somali, Briton and German nationalities. No group claimed responsibility; however, authorities suspect the Taliban is responsible for the attack.",1,3,Bombing/Explosion,7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",The Pearl Continental Hotel in Peshawar,153,Pakistan,3,6,Explosives,"A suicide vehicle-borne improvised explosive device containing 1,100 lbs of explosives were used.",19,57
200906140005,2009,6,14,0,92,India,6,South Asia,Sambalpur,21.466872,83.981166,"06/14/2009: On Sunday, in Sambalpur, Orissa, India, assailants shot and killed a Police Sub-Inspector, Narasingha Mahakuda, during a gun battle with Security Forces. Communist Party of India-Maoist (CPI-Maoist) cadres were responsible for the attack.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,"A Police Sub-Inspector, Narasingha Mahakuda,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200906150001,2009,6,15,0,92,India,6,South Asia,Tampargarh,21.38345,84.264752,"06/15/2009: On Monday, in Tampargarh, Sambalpur, Orissa, India, assailants killed one senior police officer during an attack. Communist Party of India - Maoist (CPI-Maoist) militants were responsible for the attack.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,A senior police officer,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200906160001,2009,6,16,0,92,India,6,South Asia,Michidui,25.226861,92.868176,"06/16/2009: On Tuesday afternoon at about 1215, in the village of Michidui, North Cachar Hills, Assam, India, unidentified gunmen opened indiscriminate fire on civilians and set ablaze 20 houses in a Zeme Naga tribe village. Twelve civilians, including eight minors were killed on the spot and two others wounded. No group claimed responsibility but it was suspected that Black Widow militants were responsible for the attack.",0,2,Armed Assault,14,Private Citizens & Property,75,Village/City/Town/Suburb,A Zeme Naga tribe village,92,India,-99,5,Firearms,Unknown firearms and an unknown incendiary device were used in the attack.,12,2
200906160005,2009,6,16,0,92,India,6,South Asia,Manatu,24.230248,84.405879,"06/16/2009: On Tuesday, in Manatu, Palamau, Jharkhand, India, in a gun battle with Maoist rebels, four policemen were killed and five injured. Between 30 to 40 Communist Party of India - Maoist militants were responsible for the attack, the guerrillas say they are fighting for the rights of neglected tribes people and landless farmers.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Police officers,92,India,30,5,Firearms,Unknown firearms were used in the attack.,4,5
200906170003,2009,6,17,0,92,India,6,South Asia,Lalgarh,22.585272,87.049698,"06/17/2009: On Wednesday, in Lalgarth, West Bengal, India, assailants killed three Communist Party of India (Marxist) workers after they killed three workers the previous day. Communist Party of India-Maoist (CPI-M) militants were responsible for the attack.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Communist Party of India Marxists members,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,3,0
200906230004,2009,6,23,0,45,Colombia,3,South America,Jambalo,2.85,-76.316667,"06/23/2009: On Tuesday, in Jambalo, Cauca, Colombia, three hooded men murdered an leader of the National Indigenous Organization, in Marino Mestizo, who was highly active in fighting drug trafficking. Indigenous leaders believe the Revolutionary Armed Forces of Colombia were responsible after a video of the assassination of the leader was posted on the website YouTube.",0,1,Assassination,14,Private Citizens & Property,84,Political Party Member/Rally,An indigenous leader of the Paez people,45,Colombia,-99,13,Unknown,Unknown weapons were used in the attack.,1,0
200906230019,2009,6,23,0,92,India,6,South Asia,Lakhisarai,25.167773,86.094418,"06/23/2009: On Tuesday at about 1200 noon, in Lakhisarai, Bihar, India, approximately 30 assailants armed with bombs and guns ambushed a police team on court premises, killing one police officer, wounding a court official, and damaging the court premises. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible. Two suspected militants were detained by police after the attack.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,A court room,92,India,30,6,Explosives,Unknown explosives and firearms were used in the attack.,1,1
200906260004,2009,6,26,0,92,India,6,South Asia,North Cachar Hills district,25.352912,93.017894,"06/26/2009: On Friday, in the village Digorko, North Cachar Hills, Assam, India, armed assailants set fire to over 100 residences, and shot and killed one civilian and injured another. No group claimed responsibility, though it is believed that Zeme Naga ethnic militants were responsible for the attack.",0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian residences,92,India,-99,8,Incendiary,Unknown firearms and an unknown incendiary device were used in the attack.,1,1
200907090018,2009,7,9,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"07/09/2009: On Thursday afternoon at 1400, in Mehara Surizai Payan, Peshawar, North West Frontier, Pakistan, assailants detonated a remote-controlled improvised explosive device near a Peshawar Electric Supply Company (Pesco) crew making repairs to an electricity tower, killing one crew member, injuring three others, and damaging the electricity tower. No group claimed responsibility.",0,3,Bombing/Explosion,21,Utilities,107,Electricity,The target of the attack was an electricity tower.,153,Pakistan,-99,6,Explosives,An improvised explosive device was used in the attack.,1,3
200907100020,2009,7,10,1,92,India,6,South Asia,Chandra,22.462307,87.14846,"07/10/2009: On Friday evening, in Chandra, Lalgarh, West Midnapore, West Bengal, India, armed assailants kidnapped two Communist Party of India-Marxist (CPI-M) supporters and later assaulted and killed them. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",0,6,Hostage Taking (Kidnapping),22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Supporters,92,India,-99,13,Unknown,Unknown weapons were used in the attack.,2,0
200907120020,2009,7,12,0,92,India,6,South Asia,Madanwada,20.244972,80.711144,"07/12/2009: On Sunday morning, in one of two related attacks, in Madanwada, Raj Nandgaon, Chhattisgarh, India, two policemen were killed by Communist Party of India-Maoists (CPI-M). The two police officers were killed at Madanwada as they left their camp for ablutions. Earlier the Naxals had ambushed a team of policemen while they patrolled the heavily forested Raj Nandgaon. After the ambush, there was intense firing in which 23 policemen were killed. No group claimed responsibility for the attack.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Police,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,2,0
200907120021,2009,7,12,0,92,India,6,South Asia,Rajnandgaon district,21.097103,81.030222,"07/12/2009: On Sunday, in one of two related attacks, between Khoregaon and Karkoti village, Raj Nandgaon, Chhattisgarh, India, Communist Party of India-Maoists (CPI-M) ambushed a team of policemen while they patrolled the heavily forested Raj Nandgaon. After the ambush, there was intense firing in which 23 policemen were killed. No group claimed responsibility for the attack.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Police,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,23,0
200907130010,2009,7,13,1,92,India,6,South Asia,Lalgarh,22.585272,87.049698,"07/13/2009: On Monday night at about 2200, in Lalgarh, West Midnapore, West Bengal, India, eight armed assailants kidnapped Swapan Debsingha and Tarini Mahato, Communist Party of India-Marxist (CPI-M) supporters and later fired upon and killed them. Their bodies were found in the forest area of Melmur. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,84,Political Party Member/Rally,Two Communist Party of India-Marxist activists,92,India,8,5,Firearms,Unknown firearms were used in the attack.,2,0
