eventid,year,imonth,extended,country,country_txt,region,region_txt,city,summary,success,suicide,attacktype1,attacktype1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
200806080029,2008,6,0,167,Russia,9,Eastern Europe,Tyrnyauz,"06/08/2008: On Sunday night at 2235, one unknown assailant shot a policeman in the city of Tyrnyauz, Kabardino Balkariya, Russia, injuring the police officer.  No group claimed responsibility.",1,0,2,Armed Assault,1,5,Firearms,Unknown firearms were used in the attack.,0,1
200806090023,2008,6,0,78,Greece,8,Western Europe,Salonika,"06/09/2008: On Monday, three unidentified gunmen kidnapped George Mylonas, the chairman of the Federation of Northern Greek Industries and owner of Alumil SA, near his home in Salonika, Greece, Greece. Mylonas was released on 06/23/2008, after his family paid $19 million to the kidnappers. No group claimed responsibility for the kidnapping.",1,0,6,Hostage Taking (Kidnapping),3,5,Firearms,Unknown firearms were used in the attack.,0,0
200806100033,2008,6,0,45,Colombia,3,South America,Planadas,"06/10/2008: On Tuesday, regional Administrative Security Department Police agents announced that they had prevented a plan by the Revolutionary Armed Forces of Colombia (FARC)�s 21st Front to assassinate President Alvaro Uribe and Tolima governor Oscar Barreto Quiroga with a taxi vehicle-borne improvised explosive during Uribe's visit to Planadas (Tolima), Colombia. The attempted attack was to be in retaliation for military attacks against the new head of the Marxist rebel group, Alfonso Cano. Police arrested taxi driver Wilfredo  �lvarez Gonz�lez, seized the vehicle, license plate WTO 408 along with explosives documents and safely defused the 120 kilogram of Benclo explosives on the highway between Ibagu� and Planadas in the village of Alvarado (Tolima). Wilfredo  �lvarez Gonz�lez was charged by the local prosecutor in Planadas (Tolima) for terrorism, fabrication of explosive materials, trafficking and transportation of firearms and ammunition. FARC claimed responsibility for the attack.",0,0,1,Assassination,1,6,Explosives,A bomb made with 120kg of Benclo was intended for this attack.,0,0
200806120023,2008,6,1,167,Russia,9,Eastern Europe,Benoy-Vedeno,"On Thursday just after midnight at 12:15, a group of about 60 Chechen Rebel Fighters commanded by Usman  Muntsigov killed three people and wounded another during an attack in which they set fire to three houses, including the local government administrator�s house, in Benoi-Vedeno, Chechnya province, Russia. A number of hostages, including the 47-year-old deputy administrator, were also taken hostage after the attacks. Authorities believed the attacks were carried out because the town of Benoi-Vedeno has always opposed the extremists and openly supported the legitimate Russian government. No claim of responsibility was made for the incident and the status of the hostages is unknown.",1,0,2,Armed Assault,60,5,Firearms,Unknown firearms were used in the firearm attack and an unknown incendiary device was used in the arson attack.,3,1
200806120036,2008,6,0,110,Lebanon,10,Middle East & North Africa,Sidon,"06/12/2008: On Thursday, three armed assailants fired upon an army checkpoint at the Alam al-Marah roundabout, Sidon, Southern Province, Lebanon, wounding one soldier.  No group claimed responsibility, although authorities blamed Jund al-Sham.",1,0,2,Armed Assault,3,5,Firearms,Unknown firearms were used in the attack.,0,1
200806140017,2008,6,0,147,Nigeria,11,Sub-Saharan Africa,Bonny,"06/14/2008: On Saturday, about 20 unknown gunmen attacked the town of Finima in Bonny, Rivers, Nigeria. The suspected militants vandalized and looted shops and cars and also set off a bomb. No group claimed responsibility for the attack.",1,0,7,Facility/Infrastructure Attack,20,5,Firearms,Unknown firearms were used in the attack.,0,0
200806140019,2008,6,1,213,Uganda,11,Sub-Saharan Africa,Pagei,"06/14/2008:  On Saturday night, approximately thirty Lord's Resistance Army (LRA) fighters attacked the village of Pageri, Busoga province, Uganda, kidnapping two people after looting food and weapons from the village.  One person was eventually released, however the status of the second hostage is unknown. According to information obtained, young boys abducted have been enrolled by force into the rebel army, while the girls serve as sex slaves for the soldiers. No claim of responsibility was made for the incident.",1,0,6,Hostage Taking (Kidnapping),30,13,Unknown,It is unknown if weapons were used in the attack.,0,0
200806140021,2008,6,0,1003,Kosovo,9,Eastern Europe,Klina,"06/14/2008: On Saturday night at 02:00, Predrag Djordjevic, who is believed to be of Serb nationality, was wounded during a shootout with police in front of the police station in the city of Klina, Pec province, Kosovo. One Kosovska Mitrovica police officer was also wounded during the attack. Djordjevic was arrested and charged with shooting one police officer with a pistol, and was also accused of allegedly raising the flag of the Car Lazar Guard above the dome of the local mosque in the centre of the southern part of the town, inciting anger among the local Muslim population.  No claim of responsibility was made for the incident.",1,0,2,Armed Assault,1,5,Firearms,A pistol was used in the firearm attack.,0,2
200806160014,2008,6,0,603,United Kingdom,8,Western Europe,Stanley,"06/16/2008: On Monday night at 03:00, three masked men threw a petrol bomb into a commercial building on Front Street, Stanley town, Durham, England, United Kingdom. The blaze severely damaged the mid-19th century building and spread to neighboring properties. The attackers left the scene in a Ford Transit van which was later found torched nearby. No casualties were reported and no claim of responsibility was made for the incident.",1,0,7,Facility/Infrastructure Attack,3,8,Incendiary,A petrol bomb was used in the arson attack.,0,0
200806160017,2008,6,0,186,Sri Lanka,6,South Asia,Vavuniya,"06/16/2008: A male  Liberation Tigers of Tamil Eelam (LTTE) suicide bomber detonated explosives on his motorcycle outside the  SSP (Senior Superintendent of Police) office complex in Vavuniya in the Northern Province of Sri Lanka.  The blast resulted in the death of  12 police personnel, including three women police constables.  An additional 40 people, including 17 police officers and children, were injured in the explosion.  It is unknown if property damage resulted from the incident.",1,1,3,Bombing/Explosion,1,6,Explosives,suicide bomber on motorcycle packed with explosives,13,40
200806210007,2008,6,1,182,Somalia,11,Sub-Saharan Africa,Mogadishu,"06/21/2008: On Saturday late at night, six unknown armed men abducted Hassan Mohammad Ali, the chief of the Mogadishu UN refugee agency, from his home in the Elasha Biyaha trading district on the outskirts of  Mogadishu, Banaadir province, Somalia. On 08/27/2008 on Wednesday afternoon, Ali was released unconditionally by his abductors in Mogadishu. No claim of responsibility was made for the incident.",1,0,6,Hostage Taking (Kidnapping),6,5,Firearms,Unknown firearms were used in the firearm attack.,0,0
200806260004,2008,6,0,95,Iraq,10,Middle East & North Africa,Karma,"06/26/2008: On Thursday, a suicide bomber blew himself up at a meeting of tribes and the Sahwa Council in Al Karama district, east of Fallujah, Al Anbar, Iraq. Twenty people were killed and 17 others were wounded in the attack. No group claimed responsibility for the attack.",1,1,3,Bombing/Explosion,1,6,Explosives,A suicide bombe blew himself up in the attack.,21,17
200806290006,2008,6,0,160,Philippines,5,Southeast Asia,Baguio,"06/29/2008: On Monday evening at 19:15, an unknown individual targeting Carol's Billiard Hall on Block 4 threw a hand grenade which exploded at the billiard hall in the Hilltop marketplace in Baguio City, Angeles City province, Philippines, killing two civilians and wounding 15 others. No claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,1,6,Explosives,A hand grenade was used in the bombing attack.,2,15
200806290017,2008,6,1,4,Afghanistan,6,South Asia,Lash Wa Juwayn,"06/29/2008: On Sunday, in Jawand, Farah, Afghanistan, around 150 Taliban militants stormed a government building killing at least four policemen, wounding five, and abducting a tribal elder. No damages were reported. No group claimed responsibility.",1,0,2,Armed Assault,150,5,Firearms,Unknown firearms were used in the attack.,14,5
200806300034,2008,6,0,182,Somalia,11,Sub-Saharan Africa,Bosaso,"06/30/2008: On Monday in Bossaso, Puntland, Somalia, seven armed men opened gunfire at two French journalists that were standing near Hotel International Village. Puntland police who were guarding the French journalists exchanged gunfire with the attackers, one police officer was wounded before the attackers fled. No group claimed responsibility.",0,0,2,Armed Assault,7,5,Firearms,Unknown firearms were used in the attack.,0,0
200806300035,2008,6,0,182,Somalia,11,Sub-Saharan Africa,Merca,"06/30/2008: On Monday, near Merca, Shabeellaha Hoose, Somalia, about 12 armed assailants hijacked two vehicles, kidnapping four humanitarians, their driver and one United Nations worker. No group claimed responsibility, although it was widely believed that al-Shabaab al-Islamiya was responsible.",1,0,6,Hostage Taking (Kidnapping),12,13,Unknown,It is unknown if weapons were used in the attack.,0,0
200807010025,2008,7,0,95,Iraq,10,Middle East & North Africa,Qayarah,"07/01/2008: On Tuesday, a suicide bomber detonated a vehicle-borne improvised explosive device near the residence of a prominent Sunni tribal chief in Al Hut, Ninawa, Iraq, near Al Qayyarah, Ninawa, Iraq, killing one civilian, injuring 22 others, the tribal chief, his wife, and his brother, and damaging the tribal chief's residence and nine nearby residences.  No group claimed responsibility.",0,1,1,Assassination,1,6,Explosives,A vehicle-borne improvised explosive device was used in the attack.,2,25
200807020001,2008,7,0,4,Afghanistan,6,South Asia,Zaranj,"07/02/2008: On Wednesday afternoon at 17:00, three bodyguards and two civilians were killed when Governor Ghulam Dastageer Azad of the western Afghan province of Nimruz was targeted in a Taliban suicide attack near Zaranj, Nimruz province, Afghanistan. The suicide attacker, Sultan Muhammad, first threw a hand grenade on the road and when the motorcade slowed down he then jumped on one of the escort vehicles and detonated explosives strapped to his body. Governor Azad escaped unhurt although five other civilians and three police officers were wounded in the bombing attack. The Taliban's Islamic Emirate of Afghanistan group claimed responsibility for the assassination attempt on 07/02/2008 on a Jihadist website.",0,1,1,Assassination,1,6,Explosives,A suicide bomber carrying unknown explosives and a hand grenade were used in the bombing attacks.,6,8
200807040002,2008,7,0,4,Afghanistan,6,South Asia,Musa Qala district,"07/04/2008: On Friday late in the evening, at least ten Taliban militants, including Taliban commander Mullah Jabar, were killed when a roadside land mine they were planting to target government troops detonated accidentally near Musa Qala district, Helmand province, Afghanistan. No claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,10,6,Explosives,A land mine was used in the bombing attack.,10,0
200807050009,2008,7,0,205,Thailand,5,Southeast Asia,Raman,"07/05/2008: On Saturday, five militants aboard a pick-up truck in Yala opened fire on a tea shop in Raman district, killing four and wounding four.  No claim of responsibility was issued.",1,0,2,Armed Assault,2,5,Firearms,Unspecified firearms were used in the attack.,3,5
200807050010,2008,7,0,228,Yemen,10,Middle East & North Africa,Unknown,"07/05/2008: On Saturday, an explosion erupted at the main post office building in Saada province, Yemen.  At least five were killed in the blast.  No claim of responsibility was issued.",1,1,3,Bombing/Explosion,1,6,Explosives,An unknown explosive was used in the device.,2,4
200807060014,2008,7,0,231,Zimbabwe,11,Sub-Saharan Africa,Ruwa,"07/06/2008: On Sunday, masked gunmen attacked a refugee camp injuring eight people in Ruwa, Mashonaland East, Zimbabwe.  No claim of responsibility was issued.",1,0,2,Armed Assault,20,5,Firearms,Shotguns and unknown firearms were used in the attack.,0,8
200807070003,2008,7,0,4,Afghanistan,6,South Asia,Kabul,"07/07/2008: On Monday morning at 8:30, 58 were killed and 141 wounded when a suicide car bomber targeted the Indian Embassy in Kabul, Kabul province, Afghanistan. The suicide bomber detonated 220 pounds of explosives near a row of metal turnstiles outside the embassy gates after being denied access to enter the embassy. Seventeen students and four Indian nationals, in addition to dozens of Afghan men who line up every morning to apply for visas, were killed in the attack. Two diplomatic vehicles and several nearby shops were also damaged or destroyed in the blast. Although authorities held the Taliban responsible for the bombing attack, a spokesman for the Taliban's Zabihullah Mujahed group denied responsibility on 07/08/2008 on Tuesday to Agence France-Presse. No claim of responsibility was made for the incident.",1,1,3,Bombing/Explosion,1,6,Explosives,A suicide car bomber carrying 220 pounds of unknown explosives was used in the suicide car bombing attack.,58,141
200807070023,2008,7,0,167,Russia,9,Eastern Europe,Baksan,"07/07/2008: On Monday at an unspecified time, near Baksan, Kabardino Balkariya, Russia, unknown gunmen attacked a traffic post killing three officers. There were no other reported casualties. There were no claims of responsibility made.",1,0,2,Armed Assault,3,5,Firearms,The exact type of firearms used are unknown.,3,0
200807070034,2008,7,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura,"07/07/2008: On Monday, at about 1900, in Bujumbura, Bujumbura Mairie, Burundi, an assailant on a motorbike threw a grenade at a United Nations vehicle, damaging the vehicle but causing no injuries. At 1930 a second assailant, also on a motorbike, threw a grenade at a UN vehicle, damaging the vehicle but causing no injuries. No group claimed responsibility.",1,0,3,Bombing/Explosion,2,6,Explosives,Grenades were used in the attack.,0,0
200807080011,2008,7,0,167,Russia,9,Eastern Europe,Muzhichi,"07/08/2008: On Tuesday night at roughly 2300, in the village of Muzhichi, Sunzha, Ingushetia, Russia,  30 unknown fighters attacked the town of Muzhichi, killing three and abducting three others in Ingushetia. The three killed were two former policeman, and one civilian. The three that were kidnapped included policemen. There were no other reported casualties. There were no claims of responsibility.",1,0,2,Armed Assault,30,5,Firearms,The exact weapons used is unknown.,3,3
200807080024,2008,7,0,160,Philippines,5,Southeast Asia,Kauswagan,"07/08/2008: On Tuesday, five persons were killed and three injured during an ambush on a transit bus in Kauswagan, Lanao del Norte, Philippines. No group claimed responsibility for the attack.",1,0,9,Unknown,10,13,Unknown,Unknown weapons were used in the attack.,5,3
200807080032,2008,7,0,147,Nigeria,11,Sub-Saharan Africa,Igbokoda,"07/08/2008: On Tuesdaynight, at about 2200, in Igbokoda, Ondo, Nigeria, four armed assailants attempted to gain entry to and fired upon the residence of a government official, wounding one civilian and damaging the residence.No group claimed responsibility.",0,0,2,Armed Assault,4,5,Firearms,Unknown firearms were used in the attack.,0,1
200807090003,2008,7,0,209,Turkey,10,Middle East & North Africa,Igdir district,"07/09/2008: On Wednesday, three German mountaineers are kidnapped by members of the Kurdistan Workers Party on the side of Mt. Agri in eastern Turkey.",1,0,6,Hostage Taking (Kidnapping),5,13,Unknown,No details were provided regarding weaponry.,0,0
200807090008,2008,7,0,95,Iraq,10,Middle East & North Africa,Abu Ghraib,"07/09/2008: On Wednesday, a gunman broke into a mosque in Baghdad's Abu Ghraib district and opened fire on worshippers, killing six and wounding eight. No claim of responsibility has been reported.",1,0,2,Armed Assault,1,5,Firearms,Unknown firearms were used in the attack.,6,8
200807090016,2008,7,0,209,Turkey,10,Middle East & North Africa,Istanbul,"07/09/2008: On Wednesday, four unknown gunmen kill three Turkish police in at the US consulate in Istanbul, Turkey state, Turkey.  No claim of responsibility was issued for the attack, though the attackers were suspected of being Al Qaeda operatives.",1,0,2,Armed Assault,4,5,Firearms,Shotguns and handguns were used by the assailants.,6,2
200807090022,2008,7,0,95,Iraq,10,Middle East & North Africa,Abu Ghraib,"07/09/2008: On Wednesday evening, in Abu Ghurayb, Al Anbar, Iraq, a gunman opened fire in a mosque, killing six worshippers, wounding eight others, and damaging the mosque. No motive was reported and no group claimed responsibility.",1,0,2,Armed Assault,1,5,Firearms,Unknown firearms were used in the attack.,6,8
200807100017,2008,7,0,92,India,6,South Asia,Handwara,"07/10/2008: On Thursday in Handwara, Kupwara, Jammu and Kashmir, India,  two assailants threw a grenade at police during a party at the police station. The attack killed the Head constable and injured another police officer. No group claimed responsibility. The militants were also killed during a search operation later that day.",1,0,3,Bombing/Explosion,2,6,Explosives,A grenade was used in the attack.,3,1
200807130003,2008,7,0,4,Afghanistan,6,South Asia,Dihrawud,"07/13/2008: On Sunday, 25 people, including four policemen, were killed and 35 others were wounded when a suicide bomber carrying explosives strapped to his body struck a police car with his motorbike in a crowded bazaar in Deh Rawood, Uruzgan province, Afghanistan.  Most of the fatalities were shopkeepers, street vendors and children as the bomb exploded in the center of the crowded bazaar. At least 15 shops were damaged from the blast. No claim of responsibility was made for the incident, although police blamed it on Taliban militants.",1,1,3,Bombing/Explosion,1,6,Explosives,A suicide bomber carrying unknown explosives strapped to his body was used in the suicide bombing attack.,25,35
200807130004,2008,7,0,36,Cambodia,5,Southeast Asia,Phnom Penh,"07/13/2008: On Sunday, Ngor Srun, Secretary of State for the Cambodian Cabinet Office, was attacked by an unknown attacker who had dumped acid over Srun�s head at a garage where he had taken his car for repairs in Phnom Penh, Phnom Penh province, Cambodia. Following the attack, the assailant fled on his motorcycle. No claim of responsibility was made for the incident.",1,0,8,Unarmed Assault,1,2,Chemical,Acid was used in the chemical attack.,0,1
200807140002,2008,7,0,101,Japan,4,East Asia,Urasoe,"07/14/2008: On Monday early in the morning, a Molotov cocktail was tossed into the garden of the US Consulate General compound in Urasoe, Okinawa, Japan.  There were no injuries or damage to the building, according to police.  The explosive hit the concrete of the garden behind the building and burned 30 square centimeters of the nearby lawn at around 1:15 a.m., though the fire soon burned out.  A small black motorbike was seen at the time the Molotov cocktail was thrown, though there were no claims of reponsibility.",1,0,7,Facility/Infrastructure Attack,1,8,Incendiary,A Molotov cocktail was used in the attack.,0,0
200807140010,2008,7,1,130,Mexico,1,North America,Saltillo,"07/14/2008: On Monday, Gerardo Valdes, head of the kidnapping and organized crime investigations in Coahuila, was kidnapped by six gunmen from the Juarez Cartel in Saltillo, Coahuila, Mexico.",1,0,6,Hostage Taking (Kidnapping),6,5,Firearms,Unknown firearms were used in the attack.,0,0
200807150031,2008,7,0,95,Iraq,10,Middle East & North Africa,Baqubah,"07/15/2008: On Tuesday, at 800, in eastern Ba'qubah, Diyala, Iraq, two suicide bombers detonated improvised explosive devices near a crowd of civilians waiting to enlist outside the Iraqi Army recruitment center at Saad military base, killing 33 civilians and wounding between 55 and 69 others. The second suicide bomber detonated his explosives shortly after the first attack as first responders attempted to help the injured. One suicide bomber wore an Iraqi Army uniform and the second was dressed in civilian clothes. No group claimed responsibility, although it was widely believed the Islamic State of Iraq (ISI) was responsible for the attack.",1,1,3,Bombing/Explosion,2,6,Explosives,Two improvised explosive devices were used in the attack.,33,55
200807200013,2008,7,1,147,Nigeria,11,Sub-Saharan Africa,Boji Boji,"07/20/2008: On Sunday morning at 1030, three gunmen kidnapped Chief Arthur Okowa, the father of the Secretary to the Delta State Government, from his home at No. 2 Amokwu Street in Boji Boji Owa in Ika North Local Government Area in Delta, Nigeria. Okowa was released six days later. No group claimed responsibility for the attack.",1,0,6,Hostage Taking (Kidnapping),3,5,Firearms,Unknown firearms were used in the attack.,0,0
200807250015,2008,7,1,147,Nigeria,11,Sub-Saharan Africa,Port Harcourt,"07/25/2008: On Friday, more than a dozen gunmen in speedboats kidnapped two oil engineers working for Damas Oil and Marine Services from Port Harcourt, Rivers, Nigeria. One of the workers was Filipino and the other was Nigerian. No group claimed responsibility for the attack.",1,0,6,Hostage Taking (Kidnapping),12,5,Firearms,Unknown firearms were used in the attack.,0,0
200807250030,2008,7,0,217,United States,1,North America,La Jolla,"07/25/2008: On Friday, two Neo-Nazi assailants stabbed a young Irish man nine times at a beach party in La Jolla, California, United States, critically injuring the man.  No group claimed responsibility and the man is recovered.",1,0,2,Armed Assault,2,9,Melee,Knives were used in the attack.,0,1
200807270001,2008,7,0,217,United States,1,North America,Knoxville,"07/27/2008: On Sunday, a man armed with a shotgun opened fire on a church congregation in Knoxville, Tennesee resulting in the death of two people, and the wounding of seven.  The attack on the Unitarian church was apparently motivated by hatred for progressive social policies.  The suspect was arrested for the attack.",1,0,2,Armed Assault,1,5,Firearms,A shotgun was used in the attack.,2,7
200807280001,2008,7,0,4,Afghanistan,6,South Asia,Baraki Barak,"07/28/2008: On Monday afternoon at 15:00, Mohammad Yasin Lodin, district chief of Baraki-Barak district, escaped an assassination attempt on his life when he was attacked by four armed men in Baraki Barak district, Lowgar province, Afghanistan. One of Lodin�s guards was injured when the attackers used light arms to fire at the district chief�s vehicle, damaging the vehicle in the process. No claim of responsibility was made for the incident.",0,0,1,Assassination,4,5,Firearms,Light armed weapons were used in the firearm attack.,0,1
200807280009,2008,7,0,95,Iraq,10,Middle East & North Africa,Baghdad,"07/28/2008: On Monday morning at approximately 0800, three female suicide bombers blew their explosive vests in the middle of pilgrims located in Karradah district in Baghdad, Iraq, heading to Kazimiyah as part of a pilgrimage marking the death of an eighth-century saint.  These attacks happened only moments after a roadside bomb attack, and between the four incidents 32 people were killed and anywhere from 61 to 102 wounded.  A senior U.S. military official blamed al-Qaida in Iraq for the attacks in Baghdad.  One woman blew herself up while walking amid the crowd close to the National Theater building.  A second attack occurred inside a tent where women rested while taking part in the march.  The third attacker blew her explosives vest filled with nails between traffic police checkpoints. There were no claims of responsibility for the suicide attacks.",1,1,3,Bombing/Explosion,3,6,Explosives,Three types of explosives carried by suicide bombers were used in the attack.,24,61
200807280010,2008,7,0,95,Iraq,10,Middle East & North Africa,Kirkuk,"07/28/2008: On Monday, at least 25 people were killed and 180 to 185 wounded when suicide bombers targeted a crowd of Kurds protesting a draft provincial elections law in Kirkuk, At Ta'mim, Iraq.  Up to two suicide bombers detonated their explosives during the protest, though source accounts are conflicting.  Local sources confirmed that the attackers were women, though the U.S. military claims that there was no indication of gender.  After the explosion, dozens of angry Kurds opened fire on the offices of a Turkomen political party, which opposes Kurdish claims on Kirkuk.  There were no claims of responsibility for the attack.",1,1,3,Bombing/Explosion,2,6,Explosives,Two suicide bombers were involved in the attack.,27,183
200807280015,2008,7,0,167,Russia,9,Eastern Europe,Nazran,"07/28/2008: On Monday night at 0245 an explosive detonated at the home of a pensioner on Tutayeva Street in Nazran, Ingushetia, Russia. The pensioner was unharmed. There were no reported casualties. There were no claims of reposonsibility.",1,0,3,Bombing/Explosion,1,6,Explosives,The type of explosive is unknown.,0,0
200807280032,2008,7,0,160,Philippines,5,Southeast Asia,Matina Aplaya,"07/28/2008: On Monday, former New Peoples Army (NPA) leader Rene Cajoles, his wife, and daughter was ambushed by three armed men aboard motorcycles outside of their house in Matina Aplaya, Davao, Davao Del Sur, Philippines.  The couple was killed while their daughter was injured.",1,0,1,Assassination,3,13,Unknown,Unknown firearms were used in the attack.,2,1
200808040004,2008,8,0,44,China,4,East Asia,Kashgar,"08/04/2008: On Monday, in Kashgar, Xinjiang, China, two assailants drove a truck into a group of policemen jogging near the barracks. When the truck crashed, the assailants attacked the police with explosives described inconsistently as grenades or homemade bombs. The assailants were identified as taxi driver Kurbanjan Hemit, 28, and vegetable vendor Abdurahman Azat, 33. The Eastern Turkistan Islamic Movement claimed responsibility for the attack. Sixteen police officers were killed and 16 others were injured. One of the assailants was also injured.",1,0,2,Armed Assault,2,6,Explosives,"The assailants used a truck as a contact weapon, as well as grenades. Authorities recovered nine bombs, a homemade gun, two long knives, and two daggers at the scene.",16,17
200808050016,2008,8,0,130,Mexico,1,North America,Ciudad Juan Aldama,"08/05/2008: On Tuesday, two police officers, V�ctor Alfonso Parada and �ngel Enrique Olivas, were killed by a commando inside a police station in Ciudad Aldama, Chihuahua, Mexico. No group claimed responsibility for the attack. An unknown weapon was used in the attack. Mexican Law Enforcement",1,0,9,Unknown,1,13,Unknown,An unknown weapon was used in the attack.,2,0
200808070014,2008,8,0,167,Russia,9,Eastern Europe,Kizlyar,"08/07/2008: On Thursday night at 0400, the building housing the prosecutor's office in Kizlyar, Dagestan, Russia, was set fire by six armed men in masks throwing Molotov Cocktails through the office windows. The fire burned the entire first floor of the structure including all the archives and the investigative work of numerous on-going criminal and terrorism cases before it could be extinguished. A city employee who was working at the time of the attack was also beaten up and restrained. No claim of responsibility was made for the incident.",1,0,7,Facility/Infrastructure Attack,6,8,Incendiary,"Molotov Cocktails were used in the arson attack and hands, fists and feet were used in the melee attack.",0,1
200808090001,2008,8,0,6,Algeria,10,Middle East & North Africa,Zemmouri el Bahri,"08/09/2008: On Saturday, at about 2100, in Zemmouri el Bahri, Boumerdes, Algeria, a suicide bombing killed eight people and wounded 19 in the coastal town. The supposed target were the coastguard barracks, and an adjacent post of the paramilitary. The attack was claimed by Al-Qaeda's Algerian group.",1,1,3,Bombing/Explosion,1,6,Explosives,The bomb was a suicide vehicle-based improvised explosive device.,9,19
200808090002,2008,8,0,44,China,4,East Asia,Beijing,"08/09/2008: On Saturday, at an unknown time, in Beijing, China, a knife-wielding assailant attacked an American family killing one person and wounding another. There were no claims of responsibility made.",1,0,2,Armed Assault,1,9,Melee,The extremist used a knife.,2,1
200808100020,2008,8,0,44,China,4,East Asia,Kuqa,"08/10/2008: On Sunday, at an unknown time, in Kuqa, Xinjiang uygur, china, a group of militants drove a tricycle loaded with explosives into a public security bureau. One militant was shot by police, another blew himself up, and the other two were arrested. The attack was perpetrated by the Eastern Turkistan Islamic Movement.",1,1,3,Bombing/Explosion,4,6,Explosives,The explosives were wheeled in on a tricycle.,3,2
200808110026,2008,8,1,160,Philippines,5,Southeast Asia,Tipo Tipo,"08/11/2008: On Monday morning around 0845, in Tipo Tipo, Basilan, Philippines, about 300 Moro Islamic Liberation Front (MILF) assailants attacked the town and fired upon a crowd, killing two civilians, one marine, 15 MILF fighters, wounding two marines, one paramilitary trooper, and kidnapping three police officers. MILF proceeded to take over and occupy the entire town by 1600. The occupation was to protest the conduct of the elections in the Autonomous Region in Muslim Mindanao.  MILF fled the town that night around 1930. The assailants also burned an undetermined number of houses, damaging the houses but causing no further casualties. The outcome of the kidnapping is still unknown. No group claimed responsibility, although authorities suspected the MILF was responsible.",1,0,2,Armed Assault,300,5,Firearms,Unknown firearms and fire were used in the attack.,18,3
200808130025,2008,8,0,144,New Zealand,12,Australasia & Oceania,Wellington,"08/13/2008: On Wednesday, a white powder was found in an envelope in the party offices of the Prime Minister Helen Clark in Wellington, New Zealand. The area was evacuated and decontaminated though the nature of the powder has not been confirmed. Douglas Hancock pleaded guilty to sending the letter.",0,0,8,Unarmed Assault,1,2,Chemical,An unknown white powder was used in the attack.,0,0
200808140011,2008,8,0,45,Colombia,3,South America,Ituango,"08/14/2008: On Thursday night, an alleged Revolutionary Armed Forces of Colombia (FARC) rebel detonated an improvised explosive device that killed seven people and injured 52 others during local festivities at a town fair in downtown Ituango, Antioquia department, Colombia. The device was hidden in a trash can beside a lamppost in the center of Ituango. Several nearby shops were destroyed in the blast. A man thought to be responsible for the bombing attack who is known as ""El Pajaro"" was arrested soon after the blast. No claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,1,6,Explosives,Unknown explosives hidden in a trash can were used in the bombing attack.,7,52
200808140018,2008,8,0,95,Iraq,10,Middle East & North Africa,Iskandariyah,"08/14/2008: On Thursday, two female suicide bombers detonated their bombs among a group of pilgrims resting on the side of the road in Iskandariyah, Babil, Iraq, killing 23 civilians and wounding 76 others. No group has claimed responsibility for the attack.",1,1,3,Bombing/Explosion,2,6,Explosives,Two suicide bombers were used in the attack.,25,76
200808170015,2008,8,0,141,Nepal,6,South Asia,Kathmandu,"08/17/2008: On Sunday, eight National Liberation Army members detonated an explosive device at the home of Vice President Parmanada Jha in Kathmandu, Nepal. A plastic hand grenade, high explosive ranges of 3600-4200 splinter and double bearings were used to create the explosive device. A bodyguard was injured and some windowpanes were damaged in the explosion. Five people were later arrested for the bombing. The motive behind the attack was unclear.",1,0,3,Bombing/Explosion,8,6,Explosives,"A plastic hand grenade, high explosive ranges of 3600-4200 splinter and double bearings were used to create the explosive device.",0,1
200808180002,2008,8,0,95,Iraq,10,Middle East & North Africa,Abu al-Khasib,"08/18/2008: On Monday, eight gunmen killed the director of the higher elections commission Moaz Wahieb Abdullah Al Mousawi and his deputy Basem Mohammad Jasem Halawi in a drive-by shooting near the town of Abu Al Khasib, Al Basrah, Iraq. A passerby, Ali Qassem Al Tamemi, was injured in the attack. No group claimed responsibility.",1,0,2,Armed Assault,8,5,Firearms,Unknown gun types were used in the attack.,2,1
200808180006,2008,8,0,110,Lebanon,10,Middle East & North Africa,Tripoli,"08/18/2008: On Monday, at 0300, a stun grenade was thrown at a political party's office in the Abi Samra area in Tripoli, Northern Province, Lebanon. No casualties were reported and no group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,1,6,Explosives,A stun grenade was used in the attack.,0,0
200808180011,2008,8,0,160,Philippines,5,Southeast Asia,Tangcal,"08/18/2008: On Monday night, at least 200 Moro Islamic Liberation Front (MILF) rebels seized a main highway in Lanao del Norte province, raiding five coastal towns near Tangcal city, Lanao del Norte province, Philippines. Rebels shot and killed or hacked to death 33 civilians, at least three soldiers and a policeman. They also burned several houses and displaced about 44,000 residents. Retreating rebels took 63 hostages as human shields but released them early Tuesday morning on 08/19/2008 upon escaping. MILF spokesman Eid Kabalu stated that the attack was carried out by commander Adbdullah Macapaar, alias ""Bravo,"" without the group's authority and would face consequences for his actions. Kabalu also said the rebels were frustrated after the Supreme Court blocked a preliminary agreement with the rebels calling for an expanded autonomous region.",1,0,2,Armed Assault,200,5,Firearms,"Unknown firearms were used in the firearm attack, unknown sharp weapons were used in the melee attack and an unknown incendiary device was used in the arson attack.",37,0
