x,y,region,nkill,success,attacktype1_txt,country_txt,city,summary
-0.3626130108429669,0.3163043180698754,11,1,1,Assassination,Somalia,Beledweyne,"07/11/2010: On Sunday, in Beled Weyne, Hiiraan, Somalia, three men armed with pistols fired upon and killed Salad Hared Farah, a high-ranking Somali military official and a military spokesman for Somali troops, at his home. The attack caused no reported damage. The militant group al-Shabaab claimed responsibility for the attack. Al-Shabaab accused Farah of secretly arranging an attack by Somali troops on the town."
-0.40064946632739273,0.30087557430521383,9,0,1,Hijacking,Russia,Mineralnye Vody,"07/29/2010: On Thursday afternoon, in Moscow, Russian Republic, Russia, a hijacker held 105 passengers hostage on a Kavminvodyavia Airline plane for two hours after the plane had landed at Domodedovo Airport. The flight was coming in from the city of Mineralniye Vody to Moscow. All passengers were freed after the police disguised as medics overpowered the man and detained him. The man, identified as Magomed Patiyev, 39, demanded a meeting with law enforcement officials and journalists, claiming to have important information. There was no damage or casualties and no group claimed responsibility."
-0.3626130108429669,0.3163043180698754,9,1,1,Armed Assault,Russia,Makhachkala,"08/01/2010: On Sunday night at 0120, in Makhachkala, Dagestan, Russia, three unidentified assailants broke into a police officer's apartment, tied his wife and son up with duct tape, then killed the police officer with three shots before escaping. The officer, Yunus Khulatayev, was a senior investigator with the Interior Ministry's Investigation Department. No group claimed responsibility."
-0.3918113232216081,0.3756060466048318,3,0,1,Armed Assault,Colombia,Santander de Quilichao,"08/11/2010: On Wednesday, in one of two related attacks targeting Colombia's transportation in an attempt to control movement along the Pan-American Highway, on the Pan-American Highway near Santander de Quilichao municipality, Cauca province, Colombia, 11 assailants intercepted and shot the tires of two trucks causing a roadblock that lasted for at least two hours. No casualties were reported and no group claimed responsibility but authorities claimed the Jacobo Arenas Mobile Column of the Revolutionary Armed Forces of Colombia was responsible for the attack."
-0.39888183770623575,0.3158216687651374,8,0,0,Facility/Infrastructure Attack,Greece,Thessaloniki,"08/12/2010: On Thursday night around 0400, in Thessaloniki, Greece, three unidentified men threw three Molotov cocktails at the Turkish Consulate General and police guarding it. No casualties or damages were reported and no group claimed responsibility."
-0.39888183770623575,0.3158216687651374,11,0,1,Hostage Taking (Kidnapping),Sudan,Nyala,"08/14/2010: On Saturday morning around 0755, in the Almatar area of Nyala, Darfur, Sudan, three unidentified gunmen kidnapped two United Nations-African Union Mission in Darfur Jordanian peacekeepers and escaped with them in a vehicle. The peacekeepers also worked as police advisors. No casualties were reported and no group claimed responsibility for the attack. The status of the hostages is unknown."
-0.08264075883597669,0.678857738114871,11,3,1,Armed Assault,Democratic Republic of the Congo,Mabenga,"08/18/2010: On Wednesday morning, in the village of Kirumba near Mabenga, Nord-Kivu, Congo (Kinshasa), around 50 unidentified assailants attacked a United Nations Mission in the Democratic Republic of Congo (MONUSCO) base, killing three Indian MONUSCO peacekeepers and injuring seven others with machetes and knives. No damage was reported and no group claimed responsibility for the attack, although two suspects, identified as Justin Kambare and Tembea Mumbere, have been arrested in connection with the attack."
-0.32546036966911945,0.3242600146045753,9,2,1,Armed Assault,Russia,Elbrus,"08/19/2010: On Thursday, in the Kendelen area of Elbrus, Kabardino Balkariya, Russia, four unidentified assailants wearing camouflage clothing and face masks attacked a patrol of six police officers, fatally shooting one policeman, identified as Mukhtar Baychekuyev, and a civilian. The assailants stole the police officer's Gazel van and Lada car, then fled the scene. No group claimed responsibility."
0.185022973082021,0.32496392269300983,4,7,1,Bombing/Explosion,China,Aksu,"08/19/2010: On Thursday morning at 1030, on a bridge in Aksu City, Xinjiang, China, a three wheeled vehicle packed with explosives was driven into a crowd. Seven people were killed and 14 others were injured. Police detained the injured suspect, a member of Xinjiang's Uighur minority, at the site of the blast. The attack caused an unknown amount of property damage. No group claimed responsibility, but it was suspected that Uighur ethnic group was responsible."
-0.3643806394641235,0.3013582236099519,11,1,1,Bombing/Explosion,Mauritania,Nema,"08/25/2010: On Wednesday, in Nema, Hodh Ech Chargui, Mauritania, an unidentified militant attempted to drive a vehicle borne improvised explosive device into a military barrack, but was shot and killed before he could reach the gate. The explosives prematurely detonated damaging several buildings, but no casualties other than the suicide bomber were reported. Al-Qaeda in the Islamic Maghreb (AQIM) claimed responsibility for the attack."
-0.3962303947745002,0.33824081045502286,11,0,1,Hostage Taking (Kidnapping),Nigeria,Benin City,"08/29/2010: On Sunday, at World Paradise Church in the Benin district of Edo, Nigeria, six unidentified armed gunmen kidnapped Abel Oshevire as he walked towards his car after worshipping in the church and took him away to an unknown location. Oshevire is a representative in the Delta House of Assembly. Oshevire was released on 09/03/2010 in Ofosu, a boundary community between Edo and Ondo States. It was unknown if a ransom was paid and no group claimed responsibility."
-0.40064946632739273,0.30087557430521383,9,0,1,Facility/Infrastructure Attack,Belarus,Minsk,"08/31/2010: On Tuesday, in Minsk, Belarus, an unidentified assailant threw two fire bombs at the Russian embassy, destroying one car while causing no casualties. Friends of Freedom claimed responsibility for the attack and six suspects have been arrested in connection with the attack."
-0.3125629034302984,0.34168200308185087,11,1,1,Assassination,Somalia,Las Anod,"08/31/2010: On Tuesday night, in Las Anod, Sool, Somalia, six unidentified men armed with automatic weapons fired upon and killed Colonel Abdi Esse Nur, regional commander of the custodian corps in Sool, and injured two body guards outside the Colonels home. No group claimed responsibility for the attack, although seven suspects have been arrested in connection with the assassination."
-0.31609816067261215,0.3117898141620037,9,1,1,Bombing/Explosion,Russia,Agvali,"09/02/2010: On Thursday at 0800, in Agavali, Dagestan, Russia, an improvised explosive device attached to the car of Lieutenant Colonel Akhmed Abdullayev detonated when he got in the vehicle to go to work, killing him. Abduallayev was chief of the regional department of the Federal Security Service for the Tsumadinsky District. Policemen who were nearby and heard the explosion rushed to the scene and saw two unknown assailants flee into the forest. One of the assailants turned and fired at a policeman and wounded him. The Lt. Colonel's wife was also wounded by several gunshots during the attack. No group has claimed responsibility for the attack."
0.33779296144792414,0.34726101028025247,7,4,1,Bombing/Explosion,Tajikistan,Khujand,"09/03/2010: On Friday morning at 0640, in Khujand, Sughd, Tajikistan, two suicide bombers detonated a vehicle-borne explosive device into the regional police headquarters of the organized-crime department. Two police officers and the two bombers were killed, 25 others were wounded, and the police station was damaged. No group claimed responsibility, although it was widely believed Islamic Movement of Uzbekistan was responsible. The motive for the attack is unknown but authorities suspected the attack to be an attempt to free Islamist fighters being held on murder charges."
4.352173894812153,0.5654772591512816,9,18,1,Bombing/Explosion,Russia,Vladikavkaz,"09/09/2010: On Thursday morning around 1130, in Vladikavkaz, North Ossetia, Russia, a suicide bomber in a Volga car detonated his vehicle-borne improvised explosive device in the Vladikavkaz market. The blast killed 18 people including the bomber, and injured 173 others. Three nearby buildings and three parked vehicles were damaged. Isa Khashagulgov has been named as the organizer of the attack, by the FSB's director Aleksandr Bortnikov. Riyad us-Saliheyn Martyrs' Brigade of the Caucasus Emirate claimed responsibility."
-0.3769501340869262,0.30235484596625883,8,0,1,Bombing/Explosion,Denmark,Copenhagen,"09/10/2010: On Friday afternoon, in Copenhagen city, Copenhagen, Denmark, an improvised explosive device was detonated in Hotel Joergensen by a man identified as Lors Dukayev. Dukayev was the only person injured and he then fled to the nearby H.C. Oersted Park. Police claimed that the Danish newspaper, Jyllands-Posten, was the intended target of the bombing. The attack was to be carried out with a letter bomb containing the explosive material TATP and small metal balls. No damages were reported and no group claimed responsibility."
-0.3532508018464596,0.30383411762730383,11,0,0,Hijacking,Somalia,Mogadishu,"09/11/2010: On Saturday, in Mogadishu, Banaadir, Somalia, a suicide bomber armed with explosives hidden in a black bag hijacked a petrol tanker and forced its driver to drive into the seaport, but was stopped after Somali police shot the tires of the petrol tanker. The driver and the suicide bomber were both wounded from the police fire, but there was no damage. No group claimed responsibility for the attack."
-0.40064946632739273,0.30087557430521383,3,0,1,Bombing/Explosion,Argentina,Buenos Aires,"09/16/2010: On Thursday night at 0355, in the Retiro neighborhood of Buenos Aires, Distrito Federal, Argentina, an improvised explosive device detonated outside the offices of American Airlines and Alitalia located in a shopping mall on 883 Santa Fe Avenue. The blast destroyed windows and caused minor property damage to the facility but resulted in no casualties. The Chilean group Vandalicia Teodoro Suarez claimed responsibility according to leaflets found at the scene. According to witnesses, a man dressed in black with his head covered with a hood deposited the device two minutes before it exploded."
-0.11049885142124113,0.30473676874311806,11,8,1,Armed Assault,Sudan,Juba,"09/30/2010: On Thursday, in Juba, Bahr al Jabal, Sudan, eight people including two Ugandan nationals were killed when an unidentified militant fired at civilians at the Jabel-Kuju market. No group claimed responsibility, but the Sudan�s People Liberation Army was thought to be responsible for the attack."
-0.39269513753218654,0.36813299937487004,3,0,1,Hostage Taking (Kidnapping),Colombia,Vegachi,"10/06/2010: On Wednesday at 1200 noon, in the rural area of El Lagarto of Vegachi municipality, Antioquia, Colombia, four teachers and 20 students from the Jos� Mar�a C�rdova school were held hostage by 10 guerillas from the Capit�n Mauricio Front of the National Liberation Army (ELN) after they demanded they attend a propaganda meeting. The hostages were released unharmed later that night. The ELN claimed responsibility for the attack."
-0.2900753571164288,0.31726961667935166,11,3,0,Bombing/Explosion,Somalia,Galkayo,"10/10/2010: On Sunday, in the village of Garsor near Galkayo, Mudug, Somalia, three suspected militants were killed when the improvised explosive device they were attempting to place in house detonated prematurely. No damage was reported and no group has claimed responsibility for the attempted bombing."
0.22161977156130847,0.3438651828313304,9,6,1,Hostage Taking (Barricade Incident),Russia,Grozny/Groznenskiy,"10/19/2010: On Tuesday, in Grozny, Chechnya, Russia, two security personnel and a civilian worker were killed and 17 were wounded when unidentified suicide bombers attacked the Chechen parliament building. One blew himself up outside of the building and the two others fought their way inside with unknown firearms. They killed two security personnel and barricaded themselves on the first floor. A number of hostages were taken during the attack but a special operation lasting 15 to 20 minutes was carried out to eliminate the militants and free the hostages. The two bombers blew themselves up as they were attacked by security forces. Several parts of the building were damaged and no group has claimed responsibility for the attack."
-0.340681307223657,0.30283749527099685,9,1,1,Armed Assault,Poland,Lodz,"10/19/2010: Anti-government extremist Ryszard Cyba, 62,  attacked Law and Justice party office in Lodz, Poland. One man was killed and another one was injured in the attack. Cyba was armed with a handgun, a knife, and a stun gun. He was convicted and sentenced to life in prison."
-0.3201574838056485,0.3690982979843462,11,2,1,Armed Assault,Somalia,Beledweyne,"10/27/2010: On Wednesday, in Beled Weyne, Hiiraan, Somalia, about 10 unidentified militants fired upon and killed two women accused of spying for the Somali government. No group claimed responsibility, but the militant group Al Shabaab was suspected to be responsible for the attack."
-0.36634436235998485,0.3920314127258004,8,0,1,Bombing/Explosion,Greece,Athens,"11/01/2010: On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an employee of a civilian courier company was injured when an improvised explosive device that was hidden inside a package exploded. The package was addressed to the Mexican embassy in Athens. Several other parcel bombs were found addressed to other embassies in Athens earlier in the day. No damage was reported and the Conspiracy of Fire Nuclei claimed responsibility for the bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/01/2010: On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device in a package addressed to the Belgian embassy was discovered and destroyed in a controlled explosion before it could detonate. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/01/2010: On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device in a package addressed to the Dutch embassy was discovered and destroyed in a controlled explosion before it could detonate. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Assassination,Greece,Athens,"11/01/2010: On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device in a package addressed to the French President, Nicolas Sarkozy, was discovered and destroyed in a controlled explosion before it could detonate. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Assassination,Germany,Berlin,"11/02/2010: On Tuesday, in Berlin city, Berlin, Germany, in one of 13 related attacks, an improvised explosive device (IED) was mailed in a package and addressed to the German Chancellor, Angela Merkel. The IED was discovered in a routine x-ray scan of packages at the chancellery. The package, sent from Greece, contained a pipe that was filled with black powder. There were no casualties and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the groups members were arrested in connection to the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device (IED) in the mail was intercepted at the Russian Embassy in Athens. The IED was discovered and detonated in a controlled blast by authorities. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,1,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device (IED) hidden inside a package exploded at the Swiss embassy. The IED was left at the entrance to the embassy and burst into flames while it was being checked by staff. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device (IED) was mailed to the Bulgarian embassy in Athens. The IED was discovered and detonated in a controlled blast by authorities. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Assassination,Italy,Bologna,"11/02/2010: On Tuesday night, at an airport in Bologna, Emilia Romagna, Italy, in one of thirteen related attacks, an improvised explosive device (IED), hidden inside a package on an airplane, was sent to Italian Prime Minister Silvio Berlusconi. The package was in route from Athens to Paris, meant to travel through Belgium and later to Rome, when it was discovered. The plane stopped and landed in Bologna, Italy where authorities checked the package. The IED caught fire while it was being checked. There were no casualties or damaged and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device in a package was sent to the Chilean embassy in Athens. The package was turned away by the Chilean Embassy and was detonated outside the building. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in Athens, Greece, Greece, in one of 13 related attacks, an improvised explosive device (IED) was sent to the German embassy in Athens. The IED was discovered and detonated in a controlled blast by authorities. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/02/2010: On Tuesday, in the cargo area of Athens International Airport in Athens, Greece, Greece, two improvised explosive devices were destroyed by police after they were discovered in packages. The packages were addressed to the European Union's highest court in Luxembourg and to the Europol Law Enforcement Agency in the Netherlands. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombings. Thirteen of the group's members were arrested in connection with the attacks."
-0.37518250546576903,0.3173009404261824,11,0,1,Armed Assault,Somalia,Afgoye,"11/02/2010: On Tuesday, in Afgoye, Shabeellaha Hoose, Somalia, three unidentified militants armed with pistols entered the home of Hassan Mohamed Abikar, a Somali freelance journalist, and fired upon and injured Akibar. No group has claimed responsibility, but the militant group Al Shabaab was suspected to be responsible."
-0.3856246230475591,0.4279173772145644,11,0,0,Unknown,Nigeria,Lagos,"11/03/2010: On Wednesday, in Apapa, Lagos city, Lagos, Nigeria, 18 militants, 17 men and one woman, using a speed boat attempted to attack and destroy the Nigeria National Petroleum Corporation at the Atlas Cove oil facility. The militants were stopped and arrested by a patrol team of the Nigerian Navy. No group has claimed responsibility, but the militant group Movement for the Emancipation of the Niger Delta was suspected."
-0.3608453822218098,0.33125041252979914,3,1,1,Hostage Taking (Kidnapping),Colombia,Tulua,"11/03/2010: On Wednesday morning at 0700, Edward Alberto Lopez Osorio was taken hostage on the road that connects the villages of Las Veraneras and Puerto Frazadas, a mountainous region of Tulua, Valle del Cauca, Colombia, by five heavily armed members of the Alirio Torees Mobile Column of the Revolutionary Armed Forces of Colombia (FARC). The guerrillas recognized Osorio as an off-duty police officer and took him from a milk truck. The next day on 11/04/2010, Osorio's body was discovered with multiple gun shot wounds two kilometers from the location where he was abducted. No group has claimed responsibility."
-0.3944627661533434,0.3531869049149464,11,0,1,Hostage Taking (Kidnapping),Sudan,Nyala,"11/04/2010: On Thursday night, in Nyala, Janub Darfur, Sudan, eight gunmen kidnapped three Latvian helicopter crew members in a Nyala neighborhood. The two pilots and one mechanic were working for the World Food Program and were taken to an unknown location by motor vehicle. No casualties were reported and the hostages were released unharmed on 12/08/2010 in an unknown area of Sudan. No group claimed responsibility for the attack."
-0.3900436946004513,0.3905521410647554,8,0,0,Bombing/Explosion,Greece,Athens,"11/04/2010: On Thursday, in Athens, Greece, Greece, in one of thirteen related attacks, an improvised explosive device in a package addressed to the French embassy was discovered and later destroyed by bomb disposal experts in a controlled explosion. There were no casualties or damages and the Conspiracy of Fire Nuclei claimed responsibility for the attempted bombing. Thirteen of the group's members were arrested in connection with the attacks."
-0.40064946632739273,0.30087557430521383,8,0,1,Armed Assault,United Kingdom,Belfast,"11/04/2010: On Thursday night, in the Falls Road area of Belfast, County Antrim/County Down, Northern Ireland, an unidentified militant fired nine shots and damaged the car of a former community worker, Martin Doherty. Witnesses reported seeing a man 5'9"" to 5'11"" fleeing the scene on foot wearing a military style green coat. No casualties were reported and no group claimed responsibility for the attack."
-0.3295514696059931,0.3053133892883488,8,0,1,Bombing/Explosion,United Kingdom,Ballydownfine,"11/05/2010: On Friday, on Shaw's Road, in western Belfast, County Antrim/County Down, Northern Ireland, three police officers were wounded when an unidentified militant on a bicycle threw a Russian military style grenade at them. The officers were at the scene of a reported robbery when they were attacked. The blast damaged a road curb and shops nearby. Oglaigh na hEireann claimed responsibility for the attack in a call to the Belfast Telegraph."
0.07205706882170064,0.3330416733303526,9,11,1,Armed Assault,Russia,Makhachkala,"11/11/2010: On Thursday, in Makhachkala, Dagestan, Russia, four unidentified gunmen used a stolen vehicle to drive around and gun down on-duty traffic police officers at two locations in the city center. Six of the officers were killed on the spot and another died later of his wounds. Three civilians were also wounded in the attacks. The four assailants were killed when their vehicle ignited and exploded. No group has claimed responsibility for the attack."
-0.26725983918654067,0.3112758411104348,11,3,1,Armed Assault,Nigeria,Maiduguri,"11/19/2010: On Friday afternoon, in Maiduguri, Borno, Nigeria, two unidentified militants riding motorcycles and armed with Kalashnikov style rifles fired upon and killed three people, including one child, and injured one child in front of the Gomari Jumat Wahabi mosque. No group has claimed responsibility, but the militant group Boko Haram was thought responsible for the attack."
-0.37606631977634764,0.3098278931962206,8,0,1,Armed Assault,United Kingdom,Belfast,"11/23/2010: On Tuesday afternoon just before 1600, in the Iveagh Parade area of Belfast, County Antrim/County Down, Northern Ireland, a man was shot in both knees in a paramilitary-style attack by two unidentified masked militants. After the attack, the men fled on foot toward Nansen Street. No group claimed responsibility for the attack."
-0.3643806394641235,0.3013582236099519,11,1,0,Armed Assault,Nigeria,Unknown,"11/29/2010: On Monday, in an unspecified location in Borno, Nigeria, one militant armed with a firearm, two swords, and a knife attempted to kill a village chief in the chief's compound. No group has claimed responsibility, but the militant group Boko Haram was thought responsible for the attempted attack."
0.06770565767673255,0.6493715095750251,11,4,1,Armed Assault,Ivory Coast,Yopougon,"12/01/2010: On Wednesday night, in the Yopougon district of Abidjan city, Abidjan, Cote D'ivoire, four people were killed and 12 others were injured when 45 masked gunmen entered the office of the presidential candidate Alassane Ouattara and fired upon civilian election workers. No group has claimed responsibility for the attack."
-0.3689958052917201,0.3696122710359151,3,0,1,Facility/Infrastructure Attack,Colombia,Isnos,"12/02/2010: On Thursday morning, near Mazamorras River, on the Isnos-Popayan road at kilometer 73, outside Isnos, Huila, Colombia, 10 assailants intercepted a cement truck traveling to Putumayo, poured gasoline on it and set it on fire. The tractor was damaged but there were no casualties. Following the arson attack, an explosive device detonated as a nearby military patrol was responding, injuring one soldier. No group claimed responsibility, but authorities suspected the 13th Front of the Revolutionary Armed Forces of Colombia (FARC) was responsible for the attack in an effort to publicize and intimidate local construction companies."
-0.39976565201681413,0.30834862153517567,9,0,1,Armed Assault,Russia,Stalskoye,"12/03/2010: On Friday, in Suleiman-Stalsky, Dagestan, Russia, three unidentified militants poured petrol and set fire to the Elitnyy (Elite) shop. After, the militants took two shop assistants outside and opened fire on the building using automatic weapons. No casualties were reported in the attack and no group claimed responsibility."
-0.37606631977634764,0.3098278931962206,11,0,1,Armed Assault,Somalia,Bosaso,"12/08/2010: On Wednesday, in Bosaso, Bari, Somalia, two unidentified militants fired upon and injured a Finance Ministry employee, Ali Osman Buh. No group has claimed responsibility, but the militant group Al Shabaab was thought to be responsible for the attack."
-0.31698197498319064,0.30431676693204185,8,1,1,Bombing/Explosion,Sweden,Stockholm,"12/11/2010: On Saturday afternoon around 1700, in one of two related attacks in the Drottningatan area of Stockholm, Sweden, shortly after a car exploded, a suicide bomber detonated an improvised explosive device. The resulting blast killed the bomber and wounded two civilians. The device described as a suicide belt made of pipe bombs, was one of three devices that the bomber had on his person. The second device was described as a pressure cooker, which contained an explosive substance. The third device was contained in the bomber's backpack with screws, wires and an unknown explosive substance. Only the first device detonated. Witnesses said the bomber dropped something, possibly a cell phone, just before the blast, and after he stood up from picking it up, the belt device detonated. It is believed either the device that was dropped or the action of bending over triggered the device. The bomber, identified as Taimour Abdlwahab, 28, was born in Iraq and authorities suspect he had links to Al Qaida in Iraq. A Yemeni Islamist website claimed ""It is our brother, mujahid Taymour Abdel Wahab, who carried out the martyrdom operation in Stockholm."" Abdlwahab sent an audio file to Swedish news agency TT shortly before the blasts. The attack caused an unknown amount of damage."
-0.40064946632739273,0.30087557430521383,8,0,1,Bombing/Explosion,Sweden,Stockholm,"12/11/2010: On Saturday afternoon just before 1700, in one of two related attacks in the Drottningatan area of Stockholm, Sweden, an improvised explosive device inside an Audi 80 Vantage car exploded, causing several smaller blasts. The device in the car is believed to be made of several gas canisters, containing and unknown flammable or explosive substance. The suspected assailant, identified as Taimour Abdlwahab, 28, was born in Iraq and authorities suspect he had links to Al Qaida in Iraq. A Yemeni Islamist website claimed ""It is our brother, mujahid Taymour Abdel Wahab, who carried out the martyrdom operation in Stockholm."" Abdlwahab detonated a suicide bomb after the car bomb at around 1700. Abdlwahab sent an email with audio files to Swedish news agency TT shortly before the blast. No casualties were reported and the attack caused an unknown amount of property damage."
-0.3962303947745002,0.33824081045502286,8,0,1,Facility/Infrastructure Attack,France,Chasse-sur-Rhone,"12/12/2010: On Sunday, in an unspecified location in France, members of the Animals Rights Militia (ARM) set fire to the Biomatech research center's administration building, which destroyed two floors of the building. There were no casualties and ARM claimed responsibility for the attack. The group also mentioned that they used gas cans to set the fire and that six people were involved with the incident."
-0.39888183770623575,0.3158216687651374,11,0,1,Bombing/Explosion,Sudan,Fata Burnu,"12/14/2010: On Tuesday, near Fata Burno, in an unspecified location of Shamal Darfur, Sudan, three militants armed with a rocket propelled grenade launcher and AK-47 rifles hijacked an African Union � United Nations Hybrid Operation in Darfur vehicle. No casualties were reported and no group has claimed responsibility for the attack."
0.6561303038810745,0.3614943886612277,11,3,1,Bombing/Explosion,Kenya,Nairobi,"12/20/2010: On Monday evening around 1930, in Nairobi city, Nairobi Area, Kenya, three people were killed and 40 others including Kenyan, Ugandan, Sudanese and Burundian nationals were injured when an improvised explosive device (IED) made with an F1 Russian grenade detonated at a bus station. The IED was carried by Tanzanian national Albert John Olanda, who was injured in the attack and later succumbed to his wounds in a nearby hospital. One bus received a minor amount of damage in the attack. No group has claimed responsibility, but the militant group Al Shabaab was thought responsible."
-0.3769501340869262,0.30235484596625883,9,0,1,Bombing/Explosion,Russia,Nalchik,"12/22/2010: On Wednesday, in Nalchik, Kabardino Balkariya, Russia, a suspect being arrested for being a senior militant involved in a number of high profile crimes resisted the arrest and threw a grenade at the policemen. Police immediately returned fire and wounded the militant. Afterward the police found an F-1 grenade, ten rounds of ammunition, a 200-gram TNT block and an electric detonator at the scene of the attack. There were no damages or other casualties reported and no group claimed responsibility for the attack."
-0.3131518495801271,1.040707250071432,3,0,1,Hostage Taking (Kidnapping),Colombia,San Antonio,"12/27/2010: On Monday, in a rural area between San Antonio and Chaparral districts of Tolima, Colombia, the mayor of San Antonio, Ismael Cruz Neira, was kidnapped along with his police bodyguard, Carlos Alberto Ocampo Perez, in an illegal roadblock set up by about 100 guerrillas armed with rifles from the Revolutionary Armed Forces of Colombia (FARC). The mayor was released several hours later after the initial attack but the police officer was kept in captivity until 02/14/2011 when he was finally released. No group has claimed responsibility for the attack."
-0.39976565201681413,0.30834862153517567,9,0,1,Facility/Infrastructure Attack,Russia,Sochi,"12/30/2010: On Thursday night at 0400, in Sochi, Krasnodar Krai, Russia, two unidentified men pried open the steel shutters of the Narodnaya Gazeta. Once the individuals had the shutters open, witnesses stated that the individuals threw an unknown explosive device inside, possibly a Molotov cocktail, which resulted in a loud explosion and a fire. The two men then fled the scene to an unknown location. The fire destroyed most of the furniture and equipment in the press office but caused no casualties. No group has claimed responsibility for the attack."
-0.3710609491575534,0.16941885453081787,9,0,1,Bombing/Explosion,Russia,Nalchik,"01/04/2011: On Tuesday evening at 1930, on Tarchokova Street in the Gornaya area of Nalchik, Kabardino Balkariya, Russia, two unidentified assailants entered the Sakhara nightclub and detonated an improvised explosive device inside. No casualties were reported, but the explosion did break glass and the entrance door. No group claimed responsibility."
-0.3245460989871988,0.1649043506229461,11,0,1,Facility/Infrastructure Attack,Mali,Bamako,"01/05/2011: On Wednesday evening, in Bamako city, Bamako state, Mali, two Malian civilians were injured when a Tunisian man armed with an automatic pistol threw a Molotov cocktail at the French embassy. No damage was reported and no group claimed responsibility, but it was believed that the militant was a member of Al Qaeda in the Lands of Islamic Maghreb."
-0.3719447634681317,0.16194580730085611,11,0,1,Bombing/Explosion,Nigeria,Yenagoa,"01/13/2011: On Thursday, in Yenagoa, Bayelsa, Nigeria, one unidentified militant threw an improvised explosive device made with dynamite at the office building of the Nigerian Labour Party. No material damage or casualties were reported in the attack and no group has claimed responsibility."
-0.32772160780965703,0.2296858816752503,3,1,1,Bombing/Explosion,Colombia,Puerto Asis,"01/13/2011: On Thursday, in the neighborhood La Colina, Puerto Asis, Putumayo, Colombia, approximately 10 armed men attacked the mayor's daughter, launching medium grade explosives at her home in an attempt to take her hostage. The attack left a 16 year old, the grandson of the mayor, dead. The guerrillas also threw explosives at the home of the mayor, Mauro Toro. No group has claimed responsibility, although it is believed that the Revolutionary Armed Forces of Colombia (FARC) was responsible for the attack. Julian Andres Jara, alias Buche de Agua and also a member of the FARC's 48th Front, who was captured several days later, is suspected of being involved in the bombing."
-0.33567593660486295,0.1624284566055941,9,1,1,Armed Assault,Russia,Baksan,"01/15/2011: On Saturday evening at 1840, in the Islamey area of Baksan, Kabardino Balkariya, Russia, an unknown gunman armed with a nine millimeter caliber handgun fired on and killed a senior police officer inside his private residence. No damage was reported and no group claimed responsibility."
