eventid,year,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
200804090021,2008,4,9,0,182,Somalia,11,Sub-Saharan Africa,Hargeisa,9.556936,44.074135,"4/9/2008: On Wednesday, at noon, a bomb exploded in a part of Somalilands parliament building. No one was wounded in the explosion but there was extensive damage to an office inside the building. Six people were arrested in connection with the explosion. No group claimed responsibility for the bombing.",1,0,3,Bombing/Explosion,2,Government (General),The parliament building housing the House of Guurti in Somalia's breakaway republic of Somaliland.,182,Somalia,6,6,Explosives,An unknown explosive type was detonated at the parliament building.,0,0
200804130014,2008,4,13,0,182,Somalia,11,Sub-Saharan Africa,Merca,1.716188,44.768864,"4/13/2008: On Sunday, six people were killed and ten others were wounded after an unknown attacker threw a hand grenade into a cinema-house in Marka, Banaadir, Somalia. No group claimed responsibility for the bombing.",1,0,3,Bombing/Explosion,1,Business,"Marka Theatre in Marka, Banaadir, Somalia",182,Somalia,1,6,Explosives,A hand grenade was thrown into the theatre.,6,10
200804180014,2008,4,18,0,159,Peru,3,South America,Arequipa,-16.407435,-71.536798,"4/18/2008: On Friday, Wilbert Vivanco Farfan attempted to hijack Peruvian airline Aerocondor on the flight between Arequipa and Lima. Vivanco threatened the lives of passengers and crew if he was not allowed to speak with Peru's President Alan Garcia. The crew subdued him 15 minutes before the plane landed in Lima. No casualties were reported.",1,0,4,Hijacking,6,Airports & Aircraft,Peruvian airline Aerocondor on the flight between Arequipa and Lima,159,Peru,1,9,Melee,A Swiss Army knife was used in the attack.,0,0
200804200018,2008,4,20,0,69,France,8,Western Europe,Toulouse,43.604652,1.444209,"04/20/2008: On Sunday before dawn, a group of ten neo-Nazis, named ""LW,"" burned a mosque in Toulouse, Alsace province, France. The entrance hall of the Colomiers mosque was burned after the culprits set fire to an indoor trash can. The room reserved for ritual washing was also sacked. No casualties were reported and no claim of responsibility was made for the incident.",1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,The Colomiers mosque,69,France,10,8,Incendiary,An unknown incendiary device was used in the arson attack.,0,0
200804210001,2008,4,21,0,14,Australia,12,Australasia & Oceania,Vale View,-27.661735,151.897583,"04/21/2008: On Monday, a 30 mm pipe bomb rigged with external batteries and a mobile phone was detonated by the police bomb squad unit after it was found by council workers in Federation Park on the Drayton Connection Road, near Vale View south of Toowoomba, Queensland, Australia. No claim of responsibility was made for the attempted bombing, however on 04/22/2008 on Tuesday, executed a search warrant at a home in Kent Street at Oakey and allegedly found evidence of a home-made explosive device. A 21-year-old man was arrested and charged with one count of attempting to damage property by explosives.",0,0,3,Bombing/Explosion,14,Private Citizens & Property,Federation Park,14,Australia,1,6,Explosives,"A mobile phone-triggered, battery-powered, 30 mm pipe was used in the attack.",0,0
200804260005,2008,4,26,0,75,Germany,8,Western Europe,Quefurt,51.383298,11.600974,"04/26/2008: On Saturday, firebombs were thrown at accommodations for Polish agricultural workers near the town of Querfurt in the eastern city of Halle, Sachsen Anhalt, Germany. The six Poles in the accommodation were unhurt in the attack, which police suspected was carried out with a xenophobic motive. No claim of responsibility was made for the incident. On 04/27/2008 on Sunday, three men and one women were arrested in connection with the arson attack in Saxony, Germany.",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,The lodgings of Polish migrant workers,161,Poland,4,8,Incendiary,Firebombs were used in the arson attack.,0,0
200805090001,2008,5,9,0,78,Greece,8,Western Europe,Athens,37.99749,23.762728,"05/09/2008: On Friday in the late afternoon, a group of 30 suspected anarchists using petrol bombs set fire to a tax office in central Athens, Greece. No casualties were reported as the building was closed at the time of the arson attack, however the tax office sustained extensive damage, including widespread damage to the building's basement and first floor. Anarchist arsonists frequently target government property, as well as banks and foreign diplomatic cars in Athens and Greece's second-largest city of Thessaloniki. No claim of responsibility was made for the incident.",1,0,7,Facility/Infrastructure Attack,2,Government (General),A tax office,78,Greece,30,8,Incendiary,Petrol bombs were used in the arson attack.,0,0
200805090025,2008,5,9,1,147,Nigeria,11,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,"05/09/2008: On Friday afternoon in Port Harcourt, Rivers, Nigeria, Mrs. Fidelia Chioma, the mother of the Rivers State House of Assembly Majority Leader, was abducted by gunmen from the Universal Basic Education Primary School, where she is a teacher. It is alleged that six armed men, driving a Nissan Lancer went to the school and went from class to class until they found Mrs. Chioma.  No group claimed responsibility, and no ransom demand has been made thus far.",1,0,6,Hostage Taking (Kidnapping),8,Educational Institution,The mother of the Rivers State House of Assembly Majority Leader.,334,Asian,6,5,Firearms,Unknown firearms were used in the attack.,0,0
200805160012,2008,5,16,1,147,Nigeria,11,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,"05/16/2008: On Friday, the wife of the Deputy General Manager of ELF Petroleum, Mrs. Ijeoma Anozie, was abducted by four armed men on her way home from church near her home in Port Harcourt, Rivers, Nigeria.  No ransom demand has been made and no group claimed responsibility for the kidnapping.",1,0,6,Hostage Taking (Kidnapping),1,Business,"The wife of the Deputy General Manager of ELF Petroleum, Mrs. Ijeoma Anozie,",147,Nigeria,4,5,Firearms,Unknown firearms were used in the attack.,0,0
200805180006,2008,5,18,1,147,Nigeria,11,Sub-Saharan Africa,Ubima,5.119071,6.902132,"05/18/2008: On Sunday, six unknown gunmen abducted a Syrian and two Lebanese employees of JMS Company Ltd, a construction company in Rivers, Nigeria. The men were armed with AK 47's and explosives which they used to intimidate the victims. Although it was said that the men were traveling in a jeep along Ubima Town, overlooking the Port Harcourt/Elele/Isiokpo Highway, another story said they were picked up along the Port Harcourt International Airport. No group claimed responsibility for the attack.",1,0,6,Hostage Taking (Kidnapping),1,Business,Two Syrian workers,200,Syria,6,5,Firearms,The men were armed with AK 47's and explosives.,0,0
200805240001,2008,5,24,0,45,Colombia,3,South America,Apartado,7.882318,-76.630626,"05/24/2008: On Saturday, United Self-Defense Forces Of Colombia (AUC) terrorist, Alexis Oviedo Nieto, alias ""Cachetes,"" from the Don Mario Front, killed two civilians identified as Alejandro Angulo Gonzalez and Ana Maria Chiquillo Berrio in the Obrero neighborhood of Apartad�, Antioquia department, Colombia. No claim of responsibility was made for the incident, however Oviedo Nieto was arrested by the National Colombian Police on 10/28/2008 on Tuesday on charges of double homicide.",1,0,9,Unknown,14,Private Citizens & Property,"Two civilians, Alejandro Angulo Gonzalez and Ana Maria Chiquillo Berrio,",45,Colombia,1,13,Unknown,It is unknown if weapons were used in the attack.,2,0
200805260002,2008,5,26,1,59,Ecuador,3,South America,San Martin,0.270278,-78.276667,"05/26/2008: On Monday evening at 17:00, a group of 30 suspected United Self-Defense Forces Of Colombia (AUC) paramilitaries armed with rifles crossed the border from Colombia into Ecuador and took three Colombians hostage from the community of San Martin (unknown province) who allegedly owed extortion payments. The statuses of the hostages were unknown and no claim of responsibility was made for the incident.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Three Colombian civilians who allegedly owed extortion payments to the AUC group,45,Colombia,30,5,Firearms,Rifles were used in the hostage taking attack.,0,0
200806050012,2008,6,5,0,195,Sudan,11,Sub-Saharan Africa,Nabanga,4.570327,29.049685,"06/05/2008: On Thursday morning, 100 Lord's Resistance Army (LRA) fighters attacked a Sudan People's Liberation Army (SPLA) encampment near the Sudan-Democratic Republic of Congo border in Nabanga, in an unknown province, Sudan, killing 21 people including women and children. Also killed in the attack was an SPLA leader in addition to other SPLA fighters. The LRA rebels also burned the SPLA camp before heading back to Ri-Kwangba. No claim of responsibility was made for the incident.",1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Camp,195,Sudan,100,13,Unknown,An unknown incendiary device was used in the arson attack.,21,0
200806070029,2008,6,7,0,603,United Kingdom,8,Western Europe,Kendal,54.326789,-2.747578,"06/07/2008: On Saturday, a small explosion caused a fire in a store room of the Cumbria police station, leading to the arrest of one suspect in Cumbria, England, Great Britain. No group claimed responsibility for the attack.",1,0,3,Bombing/Explosion,3,Police,"Police station in Cumbria, England",216,Great Britain,1,6,Explosives,Unknown explosives were used in the attack.,0,0
200806080007,2008,6,8,0,182,Somalia,11,Sub-Saharan Africa,Baidoa,3.115641,43.64658,"06/08/2008: On Sunday evening, two unknown insurgents shot and killed Mohammad A. Kushin, the senior adviser to the Speaker of the Somali Parliament, near his home in Baidoa, Bay province, Somalia. No claim of responsibility was made for the incident.",1,0,2,Armed Assault,2,Government (General),"Mohammad A. Kushin, senior adviser to the Somali Parliament Speaker,",182,Somalia,2,5,Firearms,Unknown firearms were used in the firearm attack.,1,0
200806090023,2008,6,9,0,78,Greece,8,Western Europe,Salonika,40.620663,22.952,"06/09/2008: On Monday, three unidentified gunmen kidnapped George Mylonas, the chairman of the Federation of Northern Greek Industries and owner of Alumil SA, near his home in Salonika, Greece, Greece. Mylonas was released on 06/23/2008, after his family paid $19 million to the kidnappers. No group claimed responsibility for the kidnapping.",1,0,6,Hostage Taking (Kidnapping),1,Business,"George Mylonas, the chairman of the Federation of Northern Greek Industries and owner of Alumil SA,",78,Greece,3,5,Firearms,Unknown firearms were used in the attack.,0,0
200806100033,2008,6,10,0,45,Colombia,3,South America,Planadas,3.194857,-75.645906,"06/10/2008: On Tuesday, regional Administrative Security Department Police agents announced that they had prevented a plan by the Revolutionary Armed Forces of Colombia (FARC)�s 21st Front to assassinate President Alvaro Uribe and Tolima governor Oscar Barreto Quiroga with a taxi vehicle-borne improvised explosive during Uribe's visit to Planadas (Tolima), Colombia. The attempted attack was to be in retaliation for military attacks against the new head of the Marxist rebel group, Alfonso Cano. Police arrested taxi driver Wilfredo  �lvarez Gonz�lez, seized the vehicle, license plate WTO 408 along with explosives documents and safely defused the 120 kilogram of Benclo explosives on the highway between Ibagu� and Planadas in the village of Alvarado (Tolima). Wilfredo  �lvarez Gonz�lez was charged by the local prosecutor in Planadas (Tolima) for terrorism, fabrication of explosive materials, trafficking and transportation of firearms and ammunition. FARC claimed responsibility for the attack.",0,0,1,Assassination,2,Government (General),President Alvaro Uribe and governor Oscar Barreto Quiroga of Colombia,45,Colombia,1,6,Explosives,A bomb made with 120kg of Benclo was intended for this attack.,0,0
200806120020,2008,6,12,0,147,Nigeria,11,Sub-Saharan Africa,Opobo,4.511389,7.54,"06/12/2008: On Thursday, about 30 unknown militants stormed the house of Nigerian oil magnate, Festus Mac Pepple, and abducted his father in Opobo, Rivers, Nigeria. The gunmen surrounded the house and used explosives to gain entry and keep anyone from aiding Pepples. One of the father's bodyguards was killed in the attack. No group claimed responsibility for the abduction.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,The father of Festus Mac Pepple,147,Nigeria,30,5,Firearms,Unknown guns and dynamite were used in the attack.,1,0
200806140017,2008,6,14,0,147,Nigeria,11,Sub-Saharan Africa,Bonny,4.434049,7.17049,"06/14/2008: On Saturday, about 20 unknown gunmen attacked the town of Finima in Bonny, Rivers, Nigeria. The suspected militants vandalized and looted shops and cars and also set off a bomb. No group claimed responsibility for the attack.",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Cars,147,Nigeria,20,5,Firearms,Unknown firearms were used in the attack.,0,0
200806140019,2008,6,14,1,213,Uganda,11,Sub-Saharan Africa,Pagei,0.5,33.65,"06/14/2008:  On Saturday night, approximately thirty Lord's Resistance Army (LRA) fighters attacked the village of Pageri, Busoga province, Uganda, kidnapping two people after looting food and weapons from the village.  One person was eventually released, however the status of the second hostage is unknown. According to information obtained, young boys abducted have been enrolled by force into the rebel army, while the girls serve as sex slaves for the soldiers. No claim of responsibility was made for the incident.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Pageri villagers,213,Uganda,30,13,Unknown,It is unknown if weapons were used in the attack.,0,0
200806160014,2008,6,16,0,603,United Kingdom,8,Western Europe,Stanley,54.872705,-1.696242,"06/16/2008: On Monday night at 03:00, three masked men threw a petrol bomb into a commercial building on Front Street, Stanley town, Durham, England, United Kingdom. The blaze severely damaged the mid-19th century building and spread to neighboring properties. The attackers left the scene in a Ford Transit van which was later found torched nearby. No casualties were reported and no claim of responsibility was made for the incident.",1,0,7,Facility/Infrastructure Attack,1,Business,A mid-19th century commercial building,216,Great Britain,3,8,Incendiary,A petrol bomb was used in the arson attack.,0,0
200806190011,2008,6,19,0,182,Somalia,11,Sub-Saharan Africa,Galkayo,6.774396,47.429031,"06/19/2008: On Thursday evening, a bomb planted on a Mercedes car parked near Hotel Guhaad exploded killing the owner of the hotel, Galkayo businessman Abdirisak Mohamed, and injuring two others in the town of Galkayo, Mudug province, Somalia. Abdirisak ""Ka Warkabe"" Mohamed also served as a clan peacemaker. Three suspects were arrested by police in the state of Puntland on 06/20/2008 on Friday. No claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,"Galkayo businessman and local clan peacmaker,  Abdirisak ""Ka Warkabe"" Mohamed,",182,Somalia,3,6,Explosives,unknown explosives were used in the VBIED bombing attack.,1,2
200806210007,2008,6,21,1,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.052013,45.27065,"06/21/2008: On Saturday late at night, six unknown armed men abducted Hassan Mohammad Ali, the chief of the Mogadishu UN refugee agency, from his home in the Elasha Biyaha trading district on the outskirts of  Mogadishu, Banaadir province, Somalia. On 08/27/2008 on Wednesday afternoon, Ali was released unconditionally by his abductors in Mogadishu. No claim of responsibility was made for the incident.",1,0,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),"Hassan Mohammad Ali, the chief of the Mogadishu UN refugee agency,",182,Somalia,6,5,Firearms,Unknown firearms were used in the firearm attack.,0,0
200806260016,2008,6,26,0,45,Colombia,3,South America,Ibague,4.43891,-75.23223,"06/26/2008: On Thursday, a civilian was killed and three others were wounded when an IED exploded near a police station in Ibague, Tolima, Colombia. Huber Lain Herrera Marin, a member of the Revolutionary Armed Forces of Colombia, was charged with detonating the bomb.",1,0,3,Bombing/Explosion,3,Police,A police station,45,Colombia,1,6,Explosives,An unknown explosive type was used in the attack.,1,3
200806290020,2008,6,29,0,182,Somalia,11,Sub-Saharan Africa,Galkayo,6.774396,47.429031,"06/29/2008: On Sunday night, in Galcaio, Mudug, Somalia, two armed assailants wearing masks fired upon and killed one traditional elder, Yasin Ali Barre aka Fitilig. No group claimed responsibility.",1,0,2,Armed Assault,14,Private Citizens & Property,"A village elder, Yasin Ali Barre aka Fitilig,",182,Somalia,2,5,Firearms,Unknown firearms were used in the attack.,1,0
200806300034,2008,6,30,0,182,Somalia,11,Sub-Saharan Africa,Bosaso,11.274796,49.179657,"06/30/2008: On Monday in Bossaso, Puntland, Somalia, seven armed men opened gunfire at two French journalists that were standing near Hotel International Village. Puntland police who were guarding the French journalists exchanged gunfire with the attackers, one police officer was wounded before the attackers fled. No group claimed responsibility.",0,0,2,Armed Assault,10,Journalists & Media,Two French journalists,69,France,7,5,Firearms,Unknown firearms were used in the attack.,0,0
200806300035,2008,6,30,0,182,Somalia,11,Sub-Saharan Africa,Merca,1.716188,44.768864,"06/30/2008: On Monday, near Merca, Shabeellaha Hoose, Somalia, about 12 armed assailants hijacked two vehicles, kidnapping four humanitarians, their driver and one United Nations worker. No group claimed responsibility, although it was widely believed that al-Shabaab al-Islamiya was responsible.",1,0,6,Hostage Taking (Kidnapping),12,NGO,A Water For Life convoy,182,Somalia,12,13,Unknown,It is unknown if weapons were used in the attack.,0,0
200807010023,2008,7,1,0,147,Nigeria,11,Sub-Saharan Africa,Makurdi,7.729979,8.536277,"07/01/2008: On Tuesday night, in Makurdi, Benue, Nigeria, about 20 armed assailants stormed the residence of a university member and fired upon the occupants, killing the university member's wife, wounding one child, and damaging the residence. The assailants also fired upon the neighbors but missing, causing no injuries or damages. No group claimed responsibility.",1,0,2,Armed Assault,8,Educational Institution,The residence of a Benue State University staff member,147,Nigeria,3,5,Firearms,Unknown firearms were used in the attack.,1,1
200807060014,2008,7,6,0,231,Zimbabwe,11,Sub-Saharan Africa,Ruwa,-17.902734,31.236882,"07/06/2008: On Sunday, masked gunmen attacked a refugee camp injuring eight people in Ruwa, Mashonaland East, Zimbabwe.  No claim of responsibility was issued.",1,0,2,Armed Assault,14,Private Citizens & Property,Unspecified civilians,231,Zimbabwe,20,5,Firearms,Shotguns and unknown firearms were used in the attack.,0,8
200807070034,2008,7,7,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura,-3.375828,29.364107,"07/07/2008: On Monday, at about 1900, in Bujumbura, Bujumbura Mairie, Burundi, an assailant on a motorbike threw a grenade at a United Nations vehicle, damaging the vehicle but causing no injuries. At 1930 a second assailant, also on a motorbike, threw a grenade at a UN vehicle, damaging the vehicle but causing no injuries. No group claimed responsibility.",1,0,3,Bombing/Explosion,7,Government (Diplomatic),A United Nations vehicle,34,Burundi,2,6,Explosives,Grenades were used in the attack.,0,0
200807080032,2008,7,8,0,147,Nigeria,11,Sub-Saharan Africa,Igbokoda,6.369694,4.784509,"07/08/2008: On Tuesdaynight, at about 2200, in Igbokoda, Ondo, Nigeria, four armed assailants attempted to gain entry to and fired upon the residence of a government official, wounding one civilian and damaging the residence.No group claimed responsibility.",0,0,2,Armed Assault,2,Government (General),The residence of a government official,147,Nigeria,4,5,Firearms,Unknown firearms were used in the attack.,0,1
200807110013,2008,7,11,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"07/11/2008: On Friday at an unknown time, in Mogadishu, Banaadir, Somalia, three unknown gunmen shot and killed Mohamed Mohamud Qwyre, an aid worker working for Daryeel Bulasho Guud (DGB). There were no other reported casualties reported. There were no claims of responsibility made.",1,0,2,Armed Assault,12,NGO,The target was an aid worker.,182,Somalia,3,5,Firearms,The exact type of firearm is unknown.,1,0
200807140002,2008,7,14,0,101,Japan,4,East Asia,Urasoe,26.245816,127.721799,"07/14/2008: On Monday early in the morning, a Molotov cocktail was tossed into the garden of the US Consulate General compound in Urasoe, Okinawa, Japan.  There were no injuries or damage to the building, according to police.  The explosive hit the concrete of the garden behind the building and burned 30 square centimeters of the nearby lawn at around 1:15 a.m., though the fire soon burned out.  A small black motorbike was seen at the time the Molotov cocktail was thrown, though there were no claims of reponsibility.",1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),The U.S. Consulate General Compound,217,United States,1,8,Incendiary,A Molotov cocktail was used in the attack.,0,0
200807200013,2008,7,20,1,147,Nigeria,11,Sub-Saharan Africa,Boji Boji,5.532462,5.898714,"07/20/2008: On Sunday morning at 1030, three gunmen kidnapped Chief Arthur Okowa, the father of the Secretary to the Delta State Government, from his home at No. 2 Amokwu Street in Boji Boji Owa in Ika North Local Government Area in Delta, Nigeria. Okowa was released six days later. No group claimed responsibility for the attack.",1,0,6,Hostage Taking (Kidnapping),2,Government (General),"Chief Arthur Okowa, the father of the Secretary to the Delta State Government,",147,Nigeria,3,5,Firearms,Unknown firearms were used in the attack.,0,0
200807250015,2008,7,25,1,147,Nigeria,11,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,"07/25/2008: On Friday, more than a dozen gunmen in speedboats kidnapped two oil engineers working for Damas Oil and Marine Services from Port Harcourt, Rivers, Nigeria. One of the workers was Filipino and the other was Nigerian. No group claimed responsibility for the attack.",1,0,6,Hostage Taking (Kidnapping),21,Utilities,An oil engineer for Damas Oil and Marine Services,999,Multinational,12,5,Firearms,Unknown firearms were used in the attack.,0,0
200807280031,2008,7,28,0,45,Colombia,3,South America,Medellin,6.242026,-75.564766,"07/28/2008: On Monday in Medellin, Antioquia, Colombia terrorist leader of the AUC's Cacique Nutivara Bloc, Severo Antonio Lopez Jimenez's alias Job,body was found at the Las Palmas shopping center, with a note accusing him of his collaboration with newspapers and other medias. Authorities arrested one suspect believed to be responsible for the attack.",1,0,1,Assassination,17,Terrorists/Non-State Militia,"Severo Antonio Lopez Jimenez alias Job, terrorist leader of the AUC's Cacique Nutivara Bloc was targeted in the attack.",45,Colombia,1,13,Unknown,Unknown weapons were used in the attack.,1,0
200808040004,2008,8,4,0,44,China,4,East Asia,Kashgar,39.4704,75.989755,"08/04/2008: On Monday, in Kashgar, Xinjiang, China, two assailants drove a truck into a group of policemen jogging near the barracks. When the truck crashed, the assailants attacked the police with explosives described inconsistently as grenades or homemade bombs. The assailants were identified as taxi driver Kurbanjan Hemit, 28, and vegetable vendor Abdurahman Azat, 33. The Eastern Turkistan Islamic Movement claimed responsibility for the attack. Sixteen police officers were killed and 16 others were injured. One of the assailants was also injured.",1,0,2,Armed Assault,3,Police,Police officers,44,China,2,6,Explosives,"The assailants used a truck as a contact weapon, as well as grenades. Authorities recovered nine bombs, a homemade gun, two long knives, and two daggers at the scene.",16,17
200808090002,2008,8,9,0,44,China,4,East Asia,Beijing,39.905556,116.395833,"08/09/2008: On Saturday, at an unknown time, in Beijing, China, a knife-wielding assailant attacked an American family killing one person and wounding another. There were no claims of responsibility made.",1,0,2,Armed Assault,14,Private Citizens & Property,The target were indiscriminate Americans attending the Olympics.,217,United States,1,9,Melee,The extremist used a knife.,2,1
200808100020,2008,8,10,0,44,China,4,East Asia,Kuqa,41.717906,82.962016,"08/10/2008: On Sunday, at an unknown time, in Kuqa, Xinjiang uygur, china, a group of militants drove a tricycle loaded with explosives into a public security bureau. One militant was shot by police, another blew himself up, and the other two were arrested. The attack was perpetrated by the Eastern Turkistan Islamic Movement.",1,1,3,Bombing/Explosion,2,Government (General),The target was the Public security bureau.,44,China,4,6,Explosives,The explosives were wheeled in on a tricycle.,3,2
200808130025,2008,8,13,0,144,New Zealand,12,Australasia & Oceania,Wellington,-41.28646,174.776236,"08/13/2008: On Wednesday, a white powder was found in an envelope in the party offices of the Prime Minister Helen Clark in Wellington, New Zealand. The area was evacuated and decontaminated though the nature of the powder has not been confirmed. Douglas Hancock pleaded guilty to sending the letter.",0,0,8,Unarmed Assault,2,Government (General),Prime Minister Helen Clark,144,New Zealand,1,2,Chemical,An unknown white powder was used in the attack.,0,0
200808140011,2008,8,14,0,45,Colombia,3,South America,Ituango,7.172043,-75.763873,"08/14/2008: On Thursday night, an alleged Revolutionary Armed Forces of Colombia (FARC) rebel detonated an improvised explosive device that killed seven people and injured 52 others during local festivities at a town fair in downtown Ituango, Antioquia department, Colombia. The device was hidden in a trash can beside a lamppost in the center of Ituango. Several nearby shops were destroyed in the blast. A man thought to be responsible for the bombing attack who is known as ""El Pajaro"" was arrested soon after the blast. No claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Indiscriminate civilians attending a town fair,45,Colombia,1,6,Explosives,Unknown explosives hidden in a trash can were used in the bombing attack.,7,52
200808180021,2008,8,18,0,213,Uganda,11,Sub-Saharan Africa,Kampala,0.350848,32.580224,"08/18/2008: On Monday, at an unknown time, in Kampala, Kampala, Uganda, two people, one of them a senior member of the SPLA, attempted to kidnap a woman in her car. There were no reported casualties.",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,The target was a woman.,213,Uganda,2,13,Unknown,It is unknown if weapons were used in the attack.,0,0
200808210026,2008,8,21,0,147,Nigeria,11,Sub-Saharan Africa,Kalaa,10.249722,13.021111,"08/21/2008: On Thursday night, at about 0000, in Kalaa, Adamawa, Nigeria, about 27 armed assailants fired upon the home of the speaker of Adamawa State House of Assembly, Hon. James Barka, and the home of his neighbor, wounding one civilian and damaging the two residences. No motive was reported and no group claimed responsibility.",1,0,2,Armed Assault,2,Government (General),The government official's home,147,Nigeria,27,5,Firearms,Unknown firearms were used in the attack.,0,1
200808260010,2008,8,26,1,195,Sudan,11,Sub-Saharan Africa,Nyala,12.055377,24.953895,"08/26/2008: On Tuesday afternoon shortly after 1700, a Boeing 737 carrying 87 passengers and eight crew members was hijacked by two unknown gunmen shortly after takeoff from Nyala airport, Darfur province, Sudan. The plane was diverted from its route to the Sudanese capital of Khartoum and forced to land at the remote Sahara desert oasis of Kufrah in southeastern Libya. The hijackers surrendered to authorities in Libya after police were able to successfully rescue all 95 passengers and crewmembers two days later on Thursday 08/28/2008. Witnesses among the passengers said the two hijackers were hoping to gain asylum in France, and invited the passengers to join them as refugees in Paris. No claim of responsibility was made for the incident.",1,0,4,Hijacking,6,Airports & Aircraft,A Sudanese civilian aircraft,195,Sudan,2,5,Firearms,Unknown firearms were used in the firearm attack.,0,0
200808260011,2008,8,26,0,45,Colombia,3,South America,Ciudad bolivar,5.85071,-76.02301,"08/26/2008: On Tuesday evening, Bogota National SIJIN Police discovered 220 pounds of Benclo explosives, 130 detonators and 200 meters of time fuse set to detonate inside a house in the neighborhood of San Isidro, Ciudad Bol�var, Antioquia department, Colombia. Police arrested two individuals at the residence and then defused the explosives, however the demolition unintentionally injured four civilians. No claim of responsibility was made for the incident.",0,0,3,Bombing/Explosion,14,Private Citizens & Property,A private residence,45,Colombia,2,6,Explosives,"A bomb consisting of 220 pounds of Benclo explosives, 130 detonators and 200 meters of time fuse was used in the bombing attack.",0,0
200808280013,2008,8,28,0,160,Philippines,5,Southeast Asia,San Jorge,11.980844,124.825271,"08/28/2008: On Thursday night at around 2000, seven suspected New People's Army (NPA) rebels attempted to abduct a paramilitary man from his home in San Jorge town, Samar province, Philippines.  The victim retaliated, injuring himself and killing two assailants with a grenade.",0,0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,An off-duty paramilitary man was targeted in the attack.,160,Philippines,5,13,Unknown,Unknown weapons were used in the attack.,2,1
200808300002,2008,8,30,0,160,Philippines,5,Southeast Asia,Santo Rosario,11.376115,122.545184,"08/30/2008: On Sunday, 14 New People�s Army (NPA) rebels bombed a Globe Telecom Telecommunications cell site's generator in Sto. Rosario, Jamindan town, Capiz province, Philippines. The bomb blast completely destroyed the cell generator. The military pointed to extortion as possible motive for the attack. No casualties were reported and no claim of responsibility was made for the incident.",1,0,3,Bombing/Explosion,16,Telecommunication,A Globe Telecom Telecommunications cell site's generator,160,Philippines,14,6,Explosives,Unknown explosives were used in the bombing attack.,0,0
200808310001,2008,8,31,0,45,Colombia,3,South America,Pitalito,1.851988,-76.046976,"08/31/2008: On Sunday, four United Self-Defense Forces Of Colombia (AUC) terrorists belonging to the Black Eagles squad attempted to kill Ana Patricia Cuellar Espa�a, a government worker, outside her house in the neighborhood of San Rafael, Pitalito, Huila department, Colombia. The attackers threw rocks and fired at her house, but no casualties were reported. Before the assault, Cuellar Espa�a received death threats via phone calls.",0,0,2,Armed Assault,2,Government (General),"Ana Patricia Cuellar Espa�a, a government worker,",45,Colombia,4,5,Firearms,Unknown firearms were used in the firearm attack and stones were used in the melee attack.,0,0
200809010001,2008,9,1,0,160,Philippines,5,Southeast Asia,San Jose,10.756961,123.48208,"09/01/2008: On Monday, at 0545, three suspected New People's Army rebels set fire to a passenger jeep in San Jose village in Toboso, Negros Occidental, Philippines. The fire caused P80,000 in damage to the property. No casualties were reported.",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,A passenger Jeep,160,Philippines,3,8,Incendiary,Arson was used in the attack.,0,0
200809010002,2008,9,1,1,160,Philippines,5,Southeast Asia,Onggoyan,7.848979,126.05139,"09/01/2008: On Monday, three policemen were abducted shortly after 40 New People's Army rebels set fire to a dump truck of the Philippine Mining Development Corporation at Sitio Onggoyan in Mt. Diwata village in Monkayo, Compostela Valley, Philippines. The three police officers, identified as PO3 Rogelio Etrata, PO3 Jerry Realino and PO2 Hector Culaste, were released unharmed on 09/06/2008.",1,0,7,Facility/Infrastructure Attack,1,Business,A dump truck belonging to the Philippine Mining Development Corporation,160,Philippines,40,8,Incendiary,Arson was used to destroy the truck and unknown weapons were used to kidnap the police officers.,0,0
